date,Inflation
2012-02-01,2.871
2012-03-01,2.651
2012-04-01,2.303
2012-05-01,1.704
2012-06-01,1.664
2012-07-01,1.4080000000000001
2012-08-01,1.6920000000000002
2012-09-01,1.991
2012-10-01,2.162
2012-11-01,1.764
2012-12-01,1.7409999999999999
2013-01-01,1.595
2013-02-01,1.978
2013-03-01,1.474
2013-04-01,1.0630000000000002
2013-05-01,1.362
2013-06-01,1.754
2013-07-01,1.9609999999999999
2013-08-01,1.518
2013-09-01,1.185
2013-10-01,0.964
2013-11-01,1.237
2013-12-01,1.502
2014-01-01,1.5789999999999997
2014-02-01,1.126
2014-03-01,1.512
2014-04-01,1.9529999999999998
2014-05-01,2.1270000000000002
2014-06-01,2.072
2014-07-01,1.992
2014-08-01,1.7000000000000002
2014-09-01,1.6580000000000001
2014-10-01,1.664
2014-11-01,1.322
2014-12-01,0.756
2015-01-01,-0.089
2015-02-01,-0.025
2015-03-01,-0.074
2015-04-01,-0.2
2015-05-01,-0.04
2015-06-01,0.124
2015-07-01,0.16999999999999998
2015-08-01,0.19499999999999998
2015-09-01,-0.036000000000000004
2015-10-01,0.17099999999999999
2015-11-01,0.502
2015-12-01,0.73
2016-01-01,1.373
2016-02-01,1.018
2016-03-01,0.853
2016-04-01,1.125
2016-05-01,1.022
2016-06-01,1.006
2016-07-01,0.835
2016-08-01,1.0630000000000002
2016-09-01,1.464
2016-10-01,1.636
2016-11-01,1.693
2016-12-01,2.075
2017-01-01,2.5
2017-02-01,2.738
2017-03-01,2.3810000000000002
2017-04-01,2.1999999999999997
2017-05-01,1.872
2017-06-01,1.625
2017-07-01,1.72
2017-08-01,1.939
2017-09-01,2.233
2017-10-01,2.041
2017-11-01,2.2030000000000003
2017-12-01,2.109
2018-01-01,2.0709999999999997
2018-02-01,2.212
2018-03-01,2.36
2018-04-01,2.463
2018-05-01,2.801
2018-06-01,2.872
2018-07-01,2.9499999999999997
2018-08-01,2.699
2018-09-01,2.2769999999999997
2018-10-01,2.522
2018-11-01,2.177
2018-12-01,1.91
2019-01-01,1.551
2019-02-01,1.52
2019-03-01,1.863
2019-04-01,1.9959999999999998
2019-05-01,1.79
2019-06-01,1.6480000000000001
2019-07-01,1.8110000000000002
2019-08-01,1.7500000000000002
2019-09-01,1.711
2019-10-01,1.764
2019-11-01,2.051
2019-12-01,2.2849999999999997
2020-01-01,2.487
2020-02-01,2.335
2020-03-01,1.539
2020-04-01,0.329
2020-05-01,0.11800000000000001
2020-06-01,0.6459999999999999
2020-07-01,0.9860000000000001
2020-08-01,1.31
2020-09-01,1.371
2020-10-01,1.1820000000000002
2020-11-01,1.175
2020-12-01,1.362
2021-01-01,1.4000000000000001
2021-02-01,1.6760000000000002
2021-03-01,2.62
2021-04-01,4.16
2021-05-01,4.993
2021-06-01,5.391
2021-07-01,5.365
2021-08-01,5.251
2021-09-01,5.390000000000001
2021-10-01,6.2219999999999995
2021-11-01,6.809
2021-12-01,7.0360000000000005
2022-01-01,7.48
2022-02-01,7.871
2022-03-01,8.542
2022-04-01,8.259
2022-05-01,8.581999999999999
2022-06-01,9.06
2022-07-01,8.525
2022-08-01,8.263
2022-09-01,8.202
2022-10-01,7.745
2022-11-01,7.109999999999999
2022-12-01,6.454
2023-01-01,6.41
2023-02-01,6.036
2023-03-01,4.984999999999999
2023-04-01,4.93
2023-05-01,4.048
2023-06-01,2.9690000000000003
2023-07-01,3.1780000000000004
2023-08-01,3.665
2023-09-01,3.6999999999999997
2023-10-01,3.241
2023-11-01,3.137
2023-12-01,3.3520000000000003
2024-01-01,3.091
2024-02-01,3.1530000000000005
2024-03-01,3.4770000000000003
2024-04-01,3.357
2024-05-01,3.2689999999999997
2024-06-01,2.971
2024-07-01,2.895
2024-08-01,2.5309999999999997
2024-09-01,2.4410000000000003
2024-10-01,2.598
2024-11-01,2.749
2024-12-01,2.888
2025-01-01,3.0
2025-02-01,2.822
2025-03-01,2.391
2025-04-01,2.311
2025-05-01,2.355
