date,EPU_CAN,IP_CAN,10YS_CAN,INF_YoY_CAN,EX_CAN,IM_CAN,RECESS_CAN,GDP_CAN,GDPC_CAN,EXR_CAN,CCI_CAN,UNEMP_CAN,INF_CAN,EPU_GER,IP_GER,INF_YoY_GER,UNEMP_GER,IM_GER,EX_GER,RECESS_GER,GDP_GER,GDPC_GER,10YS_GER,EXR_GER,INF_GER,EPU_JAP,IP_JAP,INF_YoY_JAP,UNEMP_JAP,EX_JAP,RECESS_JAP,GDP_JAP,GDPC_JAP,10YS_JAP,IM_JAP,EXR_JAP,INF_JAP,EPU_USA,IP_USA,YS_USA,INF_YoY_USA,UNEMP_USA,EX_USA,IM_USA,RECESS_USA,GDP_USA,GDPC_USA,CCI_USA,INF_USA,EPU_MEX,IP_MEX,INF_YoY_MEX,GDP_MEX,2YS_MEX,1OYS_MEX,EXR_MEX,UNEMP_MEX,GDPC_MEX,IM_MEX,EX_MEX,RECESS_MEX,INF_MEX,EPU_CHI,IP_CHI,INF_CHI,IM_CHI,EX_CHI,RECESS_CHI,10YS_CHI,EXR_CHI,UNEMP_CHI,GDPC_CHI,GDP_CHI,Unnamed: 0,CCI_CHI,CCI_GER,CCI_JAP,CCI_MEX,YS_CAN,YS_MEX,YS_JAP,YS_CHI,YS_GER
2006-08-01,55.00619,99.41279,,,,,0.0,,,1.118213043478261,101.123043673051,6.5,2.1,59.31984,,,,,,0.0,,,3.88,,1.6,50.22528,,,,,0.0,,,1.61,,115.92434782608696,0.8999999999999999,71.15,99.4047,-0.03,,4.7,,,0.0,,,82.0,3.819,,93.8891204738838,,,7.48,8.08,,3.783796,,,,0.0,3.466,36.35946,115.7,,,,0.0,3.33,7.9585,,,,559.0,100.1581,99.84378,101.5237,103.7123,0.2327272727272706,0.5999999999999996,1.049,0.948,0.379614
2006-08-01,55.00619,99.41279,,,,,0.0,,,1.118213043478261,101.123043673051,6.5,2.1,59.31984,,,,,,0.0,,,3.88,,1.6,50.22528,,,,,0.0,,,1.61,,115.92434782608696,0.8999999999999999,71.15,99.4047,-0.03,,4.7,,,0.0,,,82.0,3.819,,93.8891204738838,,,7.48,8.08,,3.783796,,,,0.0,3.466,36.35946,115.7,,,,0.0,3.33,7.9585,,,,559.0,100.1581,99.84378,101.5237,103.7123,0.2327272727272706,0.5999999999999996,1.049,0.948,0.385892
2006-08-01,55.00619,99.41279,,,,,0.0,,,1.118213043478261,101.123043673051,6.5,2.1,59.31984,,,,,,0.0,,,3.88,,1.6,50.22528,,,,,0.0,,,1.61,,115.92434782608696,0.8999999999999999,71.15,99.4047,-0.03,,4.7,,,0.0,,,82.0,3.819,,93.8891204738838,,,7.48,8.08,,3.783796,,,,0.0,3.466,36.35946,115.7,,,,0.0,3.33,7.9585,,,,559.0,100.1581,99.84378,101.5237,103.7123,0.2327272727272706,0.5999999999999996,1.049,0.948,0.370899
2006-08-01,55.00619,99.41279,,,,,0.0,,,1.118213043478261,101.123043673051,6.5,2.1,59.31984,,,,,,0.0,,,3.88,,1.6,50.22528,,,,,0.0,,,1.61,,115.92434782608696,0.8999999999999999,71.15,99.4047,-0.03,,4.7,,,0.0,,,82.0,3.819,,93.8891204738838,,,7.48,8.08,,3.783796,,,,0.0,3.466,36.35946,115.7,,,,0.0,3.33,7.9585,,,,559.0,100.1581,99.84378,101.5237,103.7123,0.2327272727272706,0.5999999999999996,1.049,0.948,0.360285
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.149546
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.146249
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.143052
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.142506
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.182485
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.197524
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.155209
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.143535
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.142693
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.162103
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.166612
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.251808
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.210062
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.198635
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.180677
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.198737
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.246656
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.257408
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.243618
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.241131
2006-09-01,59.16387,97.78236,,,,,0.0,,,1.11612,101.100233551523,6.5,0.7000000000000001,93.78133,,,,,,0.0,,,3.75,,1.2,57.47053,,,,,0.0,,,1.665,,117.2145,0.6,39.14,99.2246,-0.05,,4.5,,,0.0,,,85.4,2.062,,93.654446925119,,,7.53,8.23,,3.694484,,,,0.0,4.093,71.51866,116.1,,,,0.0,3.33,7.9087,,,,560.0,100.3772,99.72507,101.5008,103.7997,0.1785714285714301,0.7000000000000002,0.9459999999999998,1.0630000000000002,0.147147
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.210005
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.183935
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.194112
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.178537
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.204406
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.162417
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.1291
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.087037
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.181657
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.188239
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.115163
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.183132
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.196041
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.166203
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.156824
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.150313
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.144979
2006-10-01,54.64143,97.58928,4.024168755221386,,151004.3,140622.8,0.0,450207.0,,1.1285380952380952,101.160632319529,6.3,1.0,54.06163,,,5.13770679942035,214043.291127054,279579500000.0,0.0,6527.63,,3.79,,1.0,66.68914,,,,,0.0,,,1.71,80332.7,118.60904761904762,0.4,42.94,99.1229,-0.07,,4.4,1656.573,2332.033,0.0,16561.866,55216.0,93.6,1.3050000000000002,0.3377808,93.5988081974584,,4990.8565,7.5,8.4,,3.749689,,1561430.75,1327450.25,0.0,4.292,74.12514,114.7,,,,0.0,3.33,7.8792,,,,561.0,100.5404,99.65824,101.6546,103.755,0.0266666666666699,0.9000000000000004,0.9910000000000002,,0.175474
