date,Spread
2021-08-01,1.5100000000000007
2021-10-01,1.38
2021-11-01,1.0599999999999996
2021-12-01,0.8900000000000006
2022-02-01,0.5099999999999998
2022-03-01,0.5499999999999989
2022-04-01,0.28999999999999915
2022-05-01,0.019999999999999574
2022-06-01,-0.2400000000000002
2022-07-01,-0.9500000000000011
2022-09-01,-1.1899999999999995
2022-10-01,-1.25
2022-11-01,-1.0899999999999999
2022-12-01,-1.9299999999999997
2023-01-01,-2.4000000000000004
2023-02-01,-2.2799999999999994
2023-04-01,-2.879999999999999
2023-05-01,-2.790000000000001
2023-06-01,-2.7300000000000004
2023-08-01,-2.380000000000001
2023-09-01,-1.950000000000001
2023-11-01,-1.2899999999999991
2023-12-01,-1.799999999999999
