date,China_EPU_Index,Industrial_Production,Inflation,Real_Imports,Real_Exports,Exports_Value,Imports_Value,Net_Trade_Value,Recession_Indicator,Real_GDP,Discount_Rate,Exchange_Rate_USD,Unemployment_Rate,GDP_Per_Capita
2019-08-01,,104.4,,,,,,,1.0,,2.9,7.1401,,
2019-09-01,,105.8,,,,,,,1.0,,2.9,7.1292,,
2019-10-01,,104.7,,,,15.8520772163742,13.377683307689,2.47439390868514,1.0,,2.9,7.0378,,
2019-11-01,,106.2,,,,,,,1.0,,2.9,7.0291,,
2019-12-01,,106.9,,,,,,,1.0,,2.9,6.987,,
2020-01-01,,,2.41942189457782,,,17.730510036015,16.5988433597235,1.13166667629155,1.0,103486750.0,2.9,6.9307,5.0,10408.7195541075
2020-02-01,,86.5,,,,,,,1.0,,2.9,7.0006,,
2020-03-01,,98.9,,,,,,,0.0,,2.9,7.0927,,
2020-04-01,,103.9,,,,17.9160683704922,13.6065015653632,4.30956680512906,0.0,,2.9,7.0543,,
2020-05-01,,104.4,,,,,,,0.0,,2.9,7.1463,,
2020-06-01,,104.8,,,,,,,0.0,,2.9,7.0681,,
2020-07-01,,104.8,,,,17.730460713145,13.9243130026167,3.80614771052823,0.0,,2.9,6.9855,,
2020-08-01,,105.6,,,,,,,0.0,,2.9,6.8561,,
2020-09-01,,106.9,,,,,,,0.0,,2.9,6.8086,,
2020-10-01,,106.9,,,,16.3703041014414,12.528296514795,3.8420075866464,0.0,,2.9,6.6983,,
2020-11-01,,107.0,,,,,,,0.0,,2.9,6.5847,,
2020-12-01,,107.3,,,,,,,0.0,,2.9,6.5349,,
2021-01-01,,,0.981015135544882,,,20.9917935498703,16.439355214473,4.55243833539732,1.0,112355970.0,2.9,6.4614,4.55,12617.5051041181
2021-02-01,,,,,,,,,1.0,,2.9,6.4664,,
2021-03-01,,114.1,,,,,,,1.0,,2.9,6.5603,,
2021-04-01,,109.8,,,,18.6892995436358,15.5041287372724,3.18517080636335,1.0,,2.9,6.4754,,
2021-05-01,,108.8,,,,,,,1.0,,2.9,6.3764,,
2021-06-01,,108.3,,,,,,,1.0,,2.9,6.4589,,
2021-07-01,,106.4,,,,18.6409419486833,15.0295341009021,3.61140784778119,1.0,,2.9,6.4568,,
2021-08-01,,105.3,,,,,,,1.0,,2.9,6.46,,
2021-09-01,,103.1,,,,,,,1.0,,2.9,6.4634,,
2021-10-01,,103.5,,,,17.7366713577983,13.7587058782136,3.97796547958466,1.0,,2.9,6.3904,,
2021-11-01,,103.8,,,,,,,1.0,,2.9,6.3716,,
2021-12-01,,104.3,,,,,,,1.0,,2.9,6.3704,,
2022-01-01,,,1.97357555739051,,,21.5745090385528,16.3863307367317,5.18817830182113,1.0,115877050.0,2.9,6.3642,4.98,12662.5826712038
2022-02-01,,,,,,,,,1.0,,2.9,6.3109,,
2022-03-01,,105.0,,,,,,,1.0,,2.9,6.3427,,
2022-04-01,,97.1,,,,20.6919033534409,15.5710267357915,5.12087661764944,1.0,,2.9,6.5866,,
2022-05-01,,100.7,,,,,,,1.0,,2.9,6.6612,,
2022-06-01,,103.9,,,,,,,1.0,,2.9,6.6948,,
2022-07-01,,103.8,,,,20.3462175834365,15.0903879708459,5.25582961259055,1.0,,2.9,6.7286,,
2022-08-01,,104.2,,,,,,,1.0,,2.9,6.8934,,
2022-09-01,,106.3,,,,,,,1.0,,2.9,7.0958,,
2022-10-01,,105.0,,,,18.1337769224758,14.1015434545907,4.03223346788515,,,2.9,7.2929,,
2022-11-01,,102.2,,,,,,,,,2.9,7.1418,,
2022-12-01,,101.3,,,,,,,,,2.9,6.986,,
2023-01-01,,,0.234836828893051,,,22.2504081889027,15.8224622077314,6.42794598117125,,122152940.0,2.9,6.7529,4.67,12614.0617416421
2023-02-01,,,,,,,,,,,2.9,6.9449,,
2023-03-01,,103.9,,,,,,,,,2.9,6.8685,,
2023-04-01,,105.6,,,,19.8687926508499,14.6282539750022,5.24053867584768,,,2.9,6.9232,,
2023-05-01,,103.5,,,,,,,,,2.9,7.1088,,
2023-06-01,,104.4,,,,,,,,,2.9,7.2603,,
2023-07-01,,103.7,,,,18.5648070211093,14.0451610110498,4.51964601005947,,,2.9,7.1473,,
2023-08-01,,104.5,,,,,,,,,2.9,7.2899,,
2023-09-01,,104.5,,,,,,,,,2.9,7.3037,,
2023-10-01,,104.6,,,,,,,,,2.9,7.3182,,
2023-11-01,,106.6,,,,,,,,,2.9,7.1313,,
2023-12-01,,,,,,,,,,,2.9,7.1436,,
2024-01-01,,,0.218128938439177,,,,,,,128232080.0,2.9,,4.571,
2024-02-01,,,,,,,,,,,2.9,,,
2024-03-01,,,,,,,,,,,2.9,,,
2024-04-01,,,,,,,,,,,2.9,,,
2024-05-01,,,,,,,,,,,2.9,,,
2024-06-01,,,,,,,,,,,2.9,,,
2024-07-01,,,,,,,,,,,2.9,,,
2024-08-01,,,,,,,,,,,2.9,,,
2024-09-01,,,,,,,,,,,2.9,,,
2024-10-01,,,,,,,,,,,2.9,,,
2024-11-01,,,,,,,,,,,2.9,,,
2024-12-01,,,,,,,,,,,2.9,,,
2025-01-01,,,,,,,,,,,2.9,,,
2025-02-01,,,,,,,,,,,2.9,,,
2025-03-01,,,,,,,,,,,2.9,,,
2025-04-01,,,,,,,,,,,2.9,,,
