date,country,variable,value
2009-06-01,JAP,EPU_JAP,119.41135
2009-07-01,JAP,EPU_JAP,168.61212
2009-08-01,JAP,EPU_JAP,175.10382
2009-09-01,JAP,EPU_JAP,145.70678
2009-10-01,JAP,EPU_JAP,165.72762
2009-11-01,JAP,EPU_JAP,130.57547
2009-12-01,JAP,EPU_JAP,173.22454
2010-01-01,JAP,EPU_JAP,74.49347
2010-02-01,JAP,EPU_JAP,101.12601
2010-03-01,JAP,EPU_JAP,70.66496
2010-04-01,JAP,EPU_JAP,101.96736
2010-05-01,JAP,EPU_JAP,105.09437
2010-06-01,JAP,EPU_JAP,133.37758
2010-07-01,JAP,EPU_JAP,167.88719
2010-08-01,JAP,EPU_JAP,135.99439
2010-09-01,JAP,EPU_JAP,196.04946
2010-10-01,JAP,EPU_JAP,121.5812
2010-11-01,JAP,EPU_JAP,112.73426
2010-12-01,JAP,EPU_JAP,94.75452
2011-01-01,JAP,EPU_JAP,98.43604
2011-02-01,JAP,EPU_JAP,109.21912
2011-03-01,JAP,EPU_JAP,75.14036
2011-04-01,JAP,EPU_JAP,109.18411
2011-05-01,JAP,EPU_JAP,115.41986
2011-06-01,JAP,EPU_JAP,110.03753
2011-07-01,JAP,EPU_JAP,135.62008
2011-08-01,JAP,EPU_JAP,162.58487
2011-09-01,JAP,EPU_JAP,100.35067
2011-10-01,JAP,EPU_JAP,151.37133
2011-11-01,JAP,EPU_JAP,166.87187
2011-12-01,JAP,EPU_JAP,186.47622
2012-01-01,JAP,EPU_JAP,142.74244
2012-02-01,JAP,EPU_JAP,131.4316
2012-03-01,JAP,EPU_JAP,92.52136
2012-04-01,JAP,EPU_JAP,135.96266
2012-05-01,JAP,EPU_JAP,123.20631
2012-06-01,JAP,EPU_JAP,126.78257
2012-07-01,JAP,EPU_JAP,120.43373
2012-08-01,JAP,EPU_JAP,112.67921
2012-09-01,JAP,EPU_JAP,108.94508
2012-10-01,JAP,EPU_JAP,125.2793
2012-11-01,JAP,EPU_JAP,188.29182
2012-12-01,JAP,EPU_JAP,151.48223
2013-01-01,JAP,EPU_JAP,101.26132
2013-02-01,JAP,EPU_JAP,123.49769
2013-03-01,JAP,EPU_JAP,88.96143
2013-04-01,JAP,EPU_JAP,69.90321
2013-05-01,JAP,EPU_JAP,93.02014
2013-06-01,JAP,EPU_JAP,111.34775
2013-07-01,JAP,EPU_JAP,145.88191
2013-08-01,JAP,EPU_JAP,77.58928
2013-09-01,JAP,EPU_JAP,103.82896
2013-10-01,JAP,EPU_JAP,102.51415
2013-11-01,JAP,EPU_JAP,79.57029
2013-12-01,JAP,EPU_JAP,90.68486
2014-01-01,JAP,EPU_JAP,89.6786
2014-02-01,JAP,EPU_JAP,136.57599
2014-03-01,JAP,EPU_JAP,86.77592
2014-04-01,JAP,EPU_JAP,97.0801
2014-05-01,JAP,EPU_JAP,53.24005
2014-06-01,JAP,EPU_JAP,44.84903
2014-07-01,JAP,EPU_JAP,60.28621
2014-08-01,JAP,EPU_JAP,53.92787
2014-09-01,JAP,EPU_JAP,85.53364
2014-10-01,JAP,EPU_JAP,122.72887
2014-11-01,JAP,EPU_JAP,129.28373
2014-12-01,JAP,EPU_JAP,188.92578
2015-01-01,JAP,EPU_JAP,88.68136
2015-02-01,JAP,EPU_JAP,74.16131
2015-03-01,JAP,EPU_JAP,51.36084
2015-04-01,JAP,EPU_JAP,74.15577
2015-05-01,JAP,EPU_JAP,74.47832
2015-06-01,JAP,EPU_JAP,64.03931
2015-07-01,JAP,EPU_JAP,53.41797
2015-08-01,JAP,EPU_JAP,89.90433
2015-09-01,JAP,EPU_JAP,116.58238
2015-10-01,JAP,EPU_JAP,115.87421
2015-11-01,JAP,EPU_JAP,107.81766
2015-12-01,JAP,EPU_JAP,132.65289
2016-01-01,JAP,EPU_JAP,156.82974
2016-02-01,JAP,EPU_JAP,148.68832
2016-03-01,JAP,EPU_JAP,108.03311
2016-04-01,JAP,EPU_JAP,110.08359
2016-05-01,JAP,EPU_JAP,
2016-06-01,JAP,EPU_JAP,
2016-07-01,JAP,EPU_JAP,
2016-08-01,JAP,EPU_JAP,
2016-09-01,JAP,EPU_JAP,
2016-10-01,JAP,EPU_JAP,
2016-11-01,JAP,EPU_JAP,
2016-12-01,JAP,EPU_JAP,
2017-01-01,JAP,EPU_JAP,
2017-02-01,JAP,EPU_JAP,
2017-03-01,JAP,EPU_JAP,
2017-04-01,JAP,EPU_JAP,
2017-05-01,JAP,EPU_JAP,
2017-06-01,JAP,EPU_JAP,
2017-07-01,JAP,EPU_JAP,
2017-08-01,JAP,EPU_JAP,
2017-09-01,JAP,EPU_JAP,
2017-10-01,JAP,EPU_JAP,
2017-11-01,JAP,EPU_JAP,
2017-12-01,JAP,EPU_JAP,
2018-01-01,JAP,EPU_JAP,
2018-02-01,JAP,EPU_JAP,
2018-03-01,JAP,EPU_JAP,
2018-04-01,JAP,EPU_JAP,
2018-05-01,JAP,EPU_JAP,
2018-06-01,JAP,EPU_JAP,
2018-07-01,JAP,EPU_JAP,
2018-08-01,JAP,EPU_JAP,
2018-09-01,JAP,EPU_JAP,
2018-10-01,JAP,EPU_JAP,
2018-11-01,JAP,EPU_JAP,
2018-12-01,JAP,EPU_JAP,
2019-01-01,JAP,EPU_JAP,
2019-02-01,JAP,EPU_JAP,
2019-03-01,JAP,EPU_JAP,
2019-04-01,JAP,EPU_JAP,
2019-05-01,JAP,EPU_JAP,
2019-06-01,JAP,EPU_JAP,
2019-07-01,JAP,EPU_JAP,
2019-08-01,JAP,EPU_JAP,
2019-09-01,JAP,EPU_JAP,
2019-10-01,JAP,EPU_JAP,
2019-11-01,JAP,EPU_JAP,
2019-12-01,JAP,EPU_JAP,
2020-01-01,JAP,EPU_JAP,
2020-02-01,JAP,EPU_JAP,
2020-03-01,JAP,EPU_JAP,
2020-04-01,JAP,EPU_JAP,
2020-05-01,JAP,EPU_JAP,
2020-06-01,JAP,EPU_JAP,
2020-07-01,JAP,EPU_JAP,
2020-08-01,JAP,EPU_JAP,
2020-09-01,JAP,EPU_JAP,
2020-10-01,JAP,EPU_JAP,
2020-11-01,JAP,EPU_JAP,
2020-12-01,JAP,EPU_JAP,
2021-01-01,JAP,EPU_JAP,
2021-02-01,JAP,EPU_JAP,
2021-03-01,JAP,EPU_JAP,
2021-04-01,JAP,EPU_JAP,
2021-05-01,JAP,EPU_JAP,
2021-06-01,JAP,EPU_JAP,
2021-07-01,JAP,EPU_JAP,
2021-08-01,JAP,EPU_JAP,
2021-09-01,JAP,EPU_JAP,
2021-10-01,JAP,EPU_JAP,
2021-11-01,JAP,EPU_JAP,
2021-12-01,JAP,EPU_JAP,
2022-01-01,JAP,EPU_JAP,
2022-02-01,JAP,EPU_JAP,
2022-03-01,JAP,EPU_JAP,
2022-04-01,JAP,EPU_JAP,
2022-05-01,JAP,EPU_JAP,
2022-06-01,JAP,EPU_JAP,
2022-07-01,JAP,EPU_JAP,
2022-08-01,JAP,EPU_JAP,
2022-09-01,JAP,EPU_JAP,
2022-10-01,JAP,EPU_JAP,
2022-11-01,JAP,EPU_JAP,
2022-12-01,JAP,EPU_JAP,
2023-01-01,JAP,EPU_JAP,
2023-02-01,JAP,EPU_JAP,
2023-03-01,JAP,EPU_JAP,
2023-04-01,JAP,EPU_JAP,
2023-05-01,JAP,EPU_JAP,
2023-06-01,JAP,EPU_JAP,
2023-07-01,JAP,EPU_JAP,
2023-08-01,JAP,EPU_JAP,
2023-09-01,JAP,EPU_JAP,
2023-10-01,JAP,EPU_JAP,
2023-11-01,JAP,EPU_JAP,
2023-12-01,JAP,EPU_JAP,
2024-01-01,JAP,EPU_JAP,
2024-02-01,JAP,EPU_JAP,
2024-03-01,JAP,EPU_JAP,
2024-04-01,JAP,EPU_JAP,
2024-05-01,JAP,EPU_JAP,
2024-06-01,JAP,EPU_JAP,
2024-07-01,JAP,EPU_JAP,
2024-08-01,JAP,EPU_JAP,
2024-09-01,JAP,EPU_JAP,
2024-10-01,JAP,EPU_JAP,
2024-11-01,JAP,EPU_JAP,
2024-12-01,JAP,EPU_JAP,
2025-01-01,JAP,EPU_JAP,
2025-02-01,JAP,EPU_JAP,
2025-03-01,JAP,EPU_JAP,
2025-04-01,JAP,EPU_JAP,
2025-05-01,JAP,EPU_JAP,
2025-06-01,JAP,EPU_JAP,
1919-01-01,JAP,IP_JAP,
1919-02-01,JAP,IP_JAP,
1919-03-01,JAP,IP_JAP,
1919-04-01,JAP,IP_JAP,
1919-05-01,JAP,IP_JAP,
1919-06-01,JAP,IP_JAP,
1919-07-01,JAP,IP_JAP,
1919-08-01,JAP,IP_JAP,
1919-09-01,JAP,IP_JAP,
1919-10-01,JAP,IP_JAP,
1919-11-01,JAP,IP_JAP,
1919-12-01,JAP,IP_JAP,
1920-01-01,JAP,IP_JAP,
1920-02-01,JAP,IP_JAP,
1920-03-01,JAP,IP_JAP,
1920-04-01,JAP,IP_JAP,
1920-05-01,JAP,IP_JAP,
1920-06-01,JAP,IP_JAP,
1920-07-01,JAP,IP_JAP,
1920-08-01,JAP,IP_JAP,
1920-09-01,JAP,IP_JAP,
1920-10-01,JAP,IP_JAP,
1920-11-01,JAP,IP_JAP,
1920-12-01,JAP,IP_JAP,
1921-01-01,JAP,IP_JAP,
1921-02-01,JAP,IP_JAP,
1921-03-01,JAP,IP_JAP,
1921-04-01,JAP,IP_JAP,
1921-05-01,JAP,IP_JAP,
1921-06-01,JAP,IP_JAP,
1921-07-01,JAP,IP_JAP,
1921-08-01,JAP,IP_JAP,
1921-09-01,JAP,IP_JAP,
1921-10-01,JAP,IP_JAP,
1921-11-01,JAP,IP_JAP,
1921-12-01,JAP,IP_JAP,
1922-01-01,JAP,IP_JAP,
1922-02-01,JAP,IP_JAP,
1922-03-01,JAP,IP_JAP,
1922-04-01,JAP,IP_JAP,
1922-05-01,JAP,IP_JAP,
1922-06-01,JAP,IP_JAP,
1922-07-01,JAP,IP_JAP,
1922-08-01,JAP,IP_JAP,
1922-09-01,JAP,IP_JAP,
1922-10-01,JAP,IP_JAP,
1922-11-01,JAP,IP_JAP,
1922-12-01,JAP,IP_JAP,
1923-01-01,JAP,IP_JAP,
1923-02-01,JAP,IP_JAP,
1923-03-01,JAP,IP_JAP,
1923-04-01,JAP,IP_JAP,
1923-05-01,JAP,IP_JAP,
1923-06-01,JAP,IP_JAP,
1923-07-01,JAP,IP_JAP,
1923-08-01,JAP,IP_JAP,
1923-09-01,JAP,IP_JAP,
1923-10-01,JAP,IP_JAP,
1923-11-01,JAP,IP_JAP,
1923-12-01,JAP,IP_JAP,
1924-01-01,JAP,IP_JAP,
1924-02-01,JAP,IP_JAP,
1924-03-01,JAP,IP_JAP,
1924-04-01,JAP,IP_JAP,
1924-05-01,JAP,IP_JAP,
1924-06-01,JAP,IP_JAP,
1924-07-01,JAP,IP_JAP,
1924-08-01,JAP,IP_JAP,
1924-09-01,JAP,IP_JAP,
1924-10-01,JAP,IP_JAP,
1924-11-01,JAP,IP_JAP,
1924-12-01,JAP,IP_JAP,
1925-01-01,JAP,IP_JAP,
1925-02-01,JAP,IP_JAP,
1925-03-01,JAP,IP_JAP,
1925-04-01,JAP,IP_JAP,
1925-05-01,JAP,IP_JAP,
1925-06-01,JAP,IP_JAP,
1925-07-01,JAP,IP_JAP,
1925-08-01,JAP,IP_JAP,
1925-09-01,JAP,IP_JAP,
1925-10-01,JAP,IP_JAP,
1925-11-01,JAP,IP_JAP,
1925-12-01,JAP,IP_JAP,
1926-01-01,JAP,IP_JAP,
1926-02-01,JAP,IP_JAP,
1926-03-01,JAP,IP_JAP,
1926-04-01,JAP,IP_JAP,
1926-05-01,JAP,IP_JAP,
1926-06-01,JAP,IP_JAP,
1926-07-01,JAP,IP_JAP,
1926-08-01,JAP,IP_JAP,
1926-09-01,JAP,IP_JAP,
1926-10-01,JAP,IP_JAP,
1926-11-01,JAP,IP_JAP,
1926-12-01,JAP,IP_JAP,
1927-01-01,JAP,IP_JAP,
1927-02-01,JAP,IP_JAP,
1927-03-01,JAP,IP_JAP,
1927-04-01,JAP,IP_JAP,
1927-05-01,JAP,IP_JAP,
1927-06-01,JAP,IP_JAP,
1927-07-01,JAP,IP_JAP,
1927-08-01,JAP,IP_JAP,
1927-09-01,JAP,IP_JAP,
1927-10-01,JAP,IP_JAP,
1927-11-01,JAP,IP_JAP,
1927-12-01,JAP,IP_JAP,
1928-01-01,JAP,IP_JAP,
1928-02-01,JAP,IP_JAP,
1928-03-01,JAP,IP_JAP,
1928-04-01,JAP,IP_JAP,
1928-05-01,JAP,IP_JAP,
1928-06-01,JAP,IP_JAP,
1928-07-01,JAP,IP_JAP,
1928-08-01,JAP,IP_JAP,
1928-09-01,JAP,IP_JAP,
1928-10-01,JAP,IP_JAP,
1928-11-01,JAP,IP_JAP,
1928-12-01,JAP,IP_JAP,
1929-01-01,JAP,IP_JAP,
1929-02-01,JAP,IP_JAP,
1929-03-01,JAP,IP_JAP,
1929-04-01,JAP,IP_JAP,
1929-05-01,JAP,IP_JAP,
1929-06-01,JAP,IP_JAP,
1929-07-01,JAP,IP_JAP,
1929-08-01,JAP,IP_JAP,
1929-09-01,JAP,IP_JAP,
1929-10-01,JAP,IP_JAP,
1929-11-01,JAP,IP_JAP,
1929-12-01,JAP,IP_JAP,
1930-01-01,JAP,IP_JAP,
1930-02-01,JAP,IP_JAP,
1930-03-01,JAP,IP_JAP,
1930-04-01,JAP,IP_JAP,
1930-05-01,JAP,IP_JAP,
1930-06-01,JAP,IP_JAP,
1930-07-01,JAP,IP_JAP,
1930-08-01,JAP,IP_JAP,
1930-09-01,JAP,IP_JAP,
1930-10-01,JAP,IP_JAP,
1930-11-01,JAP,IP_JAP,
1930-12-01,JAP,IP_JAP,
1931-01-01,JAP,IP_JAP,
1931-02-01,JAP,IP_JAP,
1931-03-01,JAP,IP_JAP,
1931-04-01,JAP,IP_JAP,
1931-05-01,JAP,IP_JAP,
1931-06-01,JAP,IP_JAP,
1931-07-01,JAP,IP_JAP,
1931-08-01,JAP,IP_JAP,
1931-09-01,JAP,IP_JAP,
1931-10-01,JAP,IP_JAP,
1931-11-01,JAP,IP_JAP,
1931-12-01,JAP,IP_JAP,
1932-01-01,JAP,IP_JAP,
1932-02-01,JAP,IP_JAP,
1932-03-01,JAP,IP_JAP,
1932-04-01,JAP,IP_JAP,
1932-05-01,JAP,IP_JAP,
1932-06-01,JAP,IP_JAP,
1932-07-01,JAP,IP_JAP,
1932-08-01,JAP,IP_JAP,
1932-09-01,JAP,IP_JAP,
1932-10-01,JAP,IP_JAP,
1932-11-01,JAP,IP_JAP,
1932-12-01,JAP,IP_JAP,
1933-01-01,JAP,IP_JAP,
1933-02-01,JAP,IP_JAP,
1933-03-01,JAP,IP_JAP,
1933-04-01,JAP,IP_JAP,
1933-05-01,JAP,IP_JAP,
1933-06-01,JAP,IP_JAP,
1933-07-01,JAP,IP_JAP,
1933-08-01,JAP,IP_JAP,
1933-09-01,JAP,IP_JAP,
1933-10-01,JAP,IP_JAP,
1933-11-01,JAP,IP_JAP,
1933-12-01,JAP,IP_JAP,
1934-01-01,JAP,IP_JAP,
1934-02-01,JAP,IP_JAP,
1934-03-01,JAP,IP_JAP,
1934-04-01,JAP,IP_JAP,
1934-05-01,JAP,IP_JAP,
1934-06-01,JAP,IP_JAP,
1934-07-01,JAP,IP_JAP,
1934-08-01,JAP,IP_JAP,
1934-09-01,JAP,IP_JAP,
1934-10-01,JAP,IP_JAP,
1934-11-01,JAP,IP_JAP,
1934-12-01,JAP,IP_JAP,
1935-01-01,JAP,IP_JAP,
1935-02-01,JAP,IP_JAP,
1935-03-01,JAP,IP_JAP,
1935-04-01,JAP,IP_JAP,
1935-05-01,JAP,IP_JAP,
1935-06-01,JAP,IP_JAP,
1935-07-01,JAP,IP_JAP,
1935-08-01,JAP,IP_JAP,
1935-09-01,JAP,IP_JAP,
1935-10-01,JAP,IP_JAP,
1935-11-01,JAP,IP_JAP,
1935-12-01,JAP,IP_JAP,
1936-01-01,JAP,IP_JAP,
1936-02-01,JAP,IP_JAP,
1936-03-01,JAP,IP_JAP,
1936-04-01,JAP,IP_JAP,
1936-05-01,JAP,IP_JAP,
1936-06-01,JAP,IP_JAP,
1936-07-01,JAP,IP_JAP,
1936-08-01,JAP,IP_JAP,
1936-09-01,JAP,IP_JAP,
1936-10-01,JAP,IP_JAP,
1936-11-01,JAP,IP_JAP,
1936-12-01,JAP,IP_JAP,
1937-01-01,JAP,IP_JAP,
1937-02-01,JAP,IP_JAP,
1937-03-01,JAP,IP_JAP,
1937-04-01,JAP,IP_JAP,
1937-05-01,JAP,IP_JAP,
1937-06-01,JAP,IP_JAP,
1937-07-01,JAP,IP_JAP,
1937-08-01,JAP,IP_JAP,
1937-09-01,JAP,IP_JAP,
1937-10-01,JAP,IP_JAP,
1937-11-01,JAP,IP_JAP,
1937-12-01,JAP,IP_JAP,
1938-01-01,JAP,IP_JAP,
1938-02-01,JAP,IP_JAP,
1938-03-01,JAP,IP_JAP,
1938-04-01,JAP,IP_JAP,
1938-05-01,JAP,IP_JAP,
1938-06-01,JAP,IP_JAP,
1938-07-01,JAP,IP_JAP,
1938-08-01,JAP,IP_JAP,
1938-09-01,JAP,IP_JAP,
1938-10-01,JAP,IP_JAP,
1938-11-01,JAP,IP_JAP,
1938-12-01,JAP,IP_JAP,
1939-01-01,JAP,IP_JAP,
1939-02-01,JAP,IP_JAP,
1939-03-01,JAP,IP_JAP,
1939-04-01,JAP,IP_JAP,
1939-05-01,JAP,IP_JAP,
1939-06-01,JAP,IP_JAP,
1939-07-01,JAP,IP_JAP,
1939-08-01,JAP,IP_JAP,
1939-09-01,JAP,IP_JAP,
1939-10-01,JAP,IP_JAP,
1939-11-01,JAP,IP_JAP,
1939-12-01,JAP,IP_JAP,
1940-01-01,JAP,IP_JAP,
1940-02-01,JAP,IP_JAP,
1940-03-01,JAP,IP_JAP,
1940-04-01,JAP,IP_JAP,
1940-05-01,JAP,IP_JAP,
1940-06-01,JAP,IP_JAP,
1940-07-01,JAP,IP_JAP,
1940-08-01,JAP,IP_JAP,
1940-09-01,JAP,IP_JAP,
1940-10-01,JAP,IP_JAP,
1940-11-01,JAP,IP_JAP,
1940-12-01,JAP,IP_JAP,
1941-01-01,JAP,IP_JAP,
1941-02-01,JAP,IP_JAP,
1941-03-01,JAP,IP_JAP,
1941-04-01,JAP,IP_JAP,
1941-05-01,JAP,IP_JAP,
1941-06-01,JAP,IP_JAP,
1941-07-01,JAP,IP_JAP,
1941-08-01,JAP,IP_JAP,
1941-09-01,JAP,IP_JAP,
1941-10-01,JAP,IP_JAP,
1941-11-01,JAP,IP_JAP,
1941-12-01,JAP,IP_JAP,
1942-01-01,JAP,IP_JAP,
1942-02-01,JAP,IP_JAP,
1942-03-01,JAP,IP_JAP,
1942-04-01,JAP,IP_JAP,
1942-05-01,JAP,IP_JAP,
1942-06-01,JAP,IP_JAP,
1942-07-01,JAP,IP_JAP,
1942-08-01,JAP,IP_JAP,
1942-09-01,JAP,IP_JAP,
1942-10-01,JAP,IP_JAP,
1942-11-01,JAP,IP_JAP,
1942-12-01,JAP,IP_JAP,
1943-01-01,JAP,IP_JAP,
1943-02-01,JAP,IP_JAP,
1943-03-01,JAP,IP_JAP,
1943-04-01,JAP,IP_JAP,
1943-05-01,JAP,IP_JAP,
1943-06-01,JAP,IP_JAP,
1943-07-01,JAP,IP_JAP,
1943-08-01,JAP,IP_JAP,
1943-09-01,JAP,IP_JAP,
1943-10-01,JAP,IP_JAP,
1943-11-01,JAP,IP_JAP,
1943-12-01,JAP,IP_JAP,
1944-01-01,JAP,IP_JAP,
1944-02-01,JAP,IP_JAP,
1944-03-01,JAP,IP_JAP,
1944-04-01,JAP,IP_JAP,
1944-05-01,JAP,IP_JAP,
1944-06-01,JAP,IP_JAP,
1944-07-01,JAP,IP_JAP,
1944-08-01,JAP,IP_JAP,
1944-09-01,JAP,IP_JAP,
1944-10-01,JAP,IP_JAP,
1944-11-01,JAP,IP_JAP,
1944-12-01,JAP,IP_JAP,
1945-01-01,JAP,IP_JAP,
1945-02-01,JAP,IP_JAP,
1945-03-01,JAP,IP_JAP,
1945-04-01,JAP,IP_JAP,
1945-05-01,JAP,IP_JAP,
1945-06-01,JAP,IP_JAP,
1945-07-01,JAP,IP_JAP,
1945-08-01,JAP,IP_JAP,
1945-09-01,JAP,IP_JAP,
1945-10-01,JAP,IP_JAP,
1945-11-01,JAP,IP_JAP,
1945-12-01,JAP,IP_JAP,
1946-01-01,JAP,IP_JAP,
1946-02-01,JAP,IP_JAP,
1946-03-01,JAP,IP_JAP,
1946-04-01,JAP,IP_JAP,
1946-05-01,JAP,IP_JAP,
1946-06-01,JAP,IP_JAP,
1946-07-01,JAP,IP_JAP,
1946-08-01,JAP,IP_JAP,
1946-09-01,JAP,IP_JAP,
1946-10-01,JAP,IP_JAP,
1946-11-01,JAP,IP_JAP,
1946-12-01,JAP,IP_JAP,
1947-01-01,JAP,IP_JAP,
1947-02-01,JAP,IP_JAP,
1947-03-01,JAP,IP_JAP,
1947-04-01,JAP,IP_JAP,
1947-05-01,JAP,IP_JAP,
1947-06-01,JAP,IP_JAP,
1947-07-01,JAP,IP_JAP,
1947-08-01,JAP,IP_JAP,
1947-09-01,JAP,IP_JAP,
1947-10-01,JAP,IP_JAP,
1947-11-01,JAP,IP_JAP,
1947-12-01,JAP,IP_JAP,
1948-01-01,JAP,IP_JAP,
1948-02-01,JAP,IP_JAP,
1948-03-01,JAP,IP_JAP,
1948-04-01,JAP,IP_JAP,
1948-05-01,JAP,IP_JAP,
1948-06-01,JAP,IP_JAP,
1948-07-01,JAP,IP_JAP,
1948-08-01,JAP,IP_JAP,
1948-09-01,JAP,IP_JAP,
1948-10-01,JAP,IP_JAP,
1948-11-01,JAP,IP_JAP,
1948-12-01,JAP,IP_JAP,
1949-01-01,JAP,IP_JAP,
1949-02-01,JAP,IP_JAP,
1949-03-01,JAP,IP_JAP,
1949-04-01,JAP,IP_JAP,
1949-05-01,JAP,IP_JAP,
1949-06-01,JAP,IP_JAP,
1949-07-01,JAP,IP_JAP,
1949-08-01,JAP,IP_JAP,
1949-09-01,JAP,IP_JAP,
1949-10-01,JAP,IP_JAP,
1949-11-01,JAP,IP_JAP,
1949-12-01,JAP,IP_JAP,
1950-01-01,JAP,IP_JAP,
1950-02-01,JAP,IP_JAP,
1950-03-01,JAP,IP_JAP,
1950-04-01,JAP,IP_JAP,
1950-05-01,JAP,IP_JAP,
1950-06-01,JAP,IP_JAP,
1950-07-01,JAP,IP_JAP,
1950-08-01,JAP,IP_JAP,
1950-09-01,JAP,IP_JAP,
1950-10-01,JAP,IP_JAP,
1950-11-01,JAP,IP_JAP,
1950-12-01,JAP,IP_JAP,
1951-01-01,JAP,IP_JAP,
1951-02-01,JAP,IP_JAP,
1951-03-01,JAP,IP_JAP,
1951-04-01,JAP,IP_JAP,
1951-05-01,JAP,IP_JAP,
1951-06-01,JAP,IP_JAP,
1951-07-01,JAP,IP_JAP,
1951-08-01,JAP,IP_JAP,
1951-09-01,JAP,IP_JAP,
1951-10-01,JAP,IP_JAP,
1951-11-01,JAP,IP_JAP,
1951-12-01,JAP,IP_JAP,
1952-01-01,JAP,IP_JAP,
1952-02-01,JAP,IP_JAP,
1952-03-01,JAP,IP_JAP,
1952-04-01,JAP,IP_JAP,
1952-05-01,JAP,IP_JAP,
1952-06-01,JAP,IP_JAP,
1952-07-01,JAP,IP_JAP,
1952-08-01,JAP,IP_JAP,
1952-09-01,JAP,IP_JAP,
1952-10-01,JAP,IP_JAP,
1952-11-01,JAP,IP_JAP,
1952-12-01,JAP,IP_JAP,
1953-01-01,JAP,IP_JAP,
1953-02-01,JAP,IP_JAP,
1953-03-01,JAP,IP_JAP,
1953-04-01,JAP,IP_JAP,
1953-05-01,JAP,IP_JAP,
1953-06-01,JAP,IP_JAP,
1953-07-01,JAP,IP_JAP,
1953-08-01,JAP,IP_JAP,
1953-09-01,JAP,IP_JAP,
1953-10-01,JAP,IP_JAP,
1953-11-01,JAP,IP_JAP,
1953-12-01,JAP,IP_JAP,
1954-01-01,JAP,IP_JAP,
1954-02-01,JAP,IP_JAP,
1954-03-01,JAP,IP_JAP,
1954-04-01,JAP,IP_JAP,
1954-05-01,JAP,IP_JAP,
1954-06-01,JAP,IP_JAP,
1954-07-01,JAP,IP_JAP,
1954-08-01,JAP,IP_JAP,
1954-09-01,JAP,IP_JAP,
1954-10-01,JAP,IP_JAP,
1954-11-01,JAP,IP_JAP,
1954-12-01,JAP,IP_JAP,
1955-01-01,JAP,IP_JAP,6.339779
1955-02-01,JAP,IP_JAP,
1955-03-01,JAP,IP_JAP,
1955-04-01,JAP,IP_JAP,
1955-05-01,JAP,IP_JAP,
1955-06-01,JAP,IP_JAP,
1955-07-01,JAP,IP_JAP,
1955-08-01,JAP,IP_JAP,
1955-09-01,JAP,IP_JAP,
1955-10-01,JAP,IP_JAP,
1955-11-01,JAP,IP_JAP,
1955-12-01,JAP,IP_JAP,
1956-01-01,JAP,IP_JAP,7.740757
1956-02-01,JAP,IP_JAP,
1956-03-01,JAP,IP_JAP,
1956-04-01,JAP,IP_JAP,
1956-05-01,JAP,IP_JAP,
1956-06-01,JAP,IP_JAP,
1956-07-01,JAP,IP_JAP,
1956-08-01,JAP,IP_JAP,
1956-09-01,JAP,IP_JAP,
1956-10-01,JAP,IP_JAP,
1956-11-01,JAP,IP_JAP,
1956-12-01,JAP,IP_JAP,
1957-01-01,JAP,IP_JAP,9.148811
1957-02-01,JAP,IP_JAP,
1957-03-01,JAP,IP_JAP,
1957-04-01,JAP,IP_JAP,
1957-05-01,JAP,IP_JAP,
1957-06-01,JAP,IP_JAP,
1957-07-01,JAP,IP_JAP,
1957-08-01,JAP,IP_JAP,
1957-09-01,JAP,IP_JAP,
1957-10-01,JAP,IP_JAP,
1957-11-01,JAP,IP_JAP,
1957-12-01,JAP,IP_JAP,
1958-01-01,JAP,IP_JAP,8.986072
1958-02-01,JAP,IP_JAP,
1958-03-01,JAP,IP_JAP,
1958-04-01,JAP,IP_JAP,
1958-05-01,JAP,IP_JAP,
1958-06-01,JAP,IP_JAP,
1958-07-01,JAP,IP_JAP,
1958-08-01,JAP,IP_JAP,
1958-09-01,JAP,IP_JAP,
1958-10-01,JAP,IP_JAP,
1958-11-01,JAP,IP_JAP,
1958-12-01,JAP,IP_JAP,
1959-01-01,JAP,IP_JAP,10.76913
1959-02-01,JAP,IP_JAP,
1959-03-01,JAP,IP_JAP,
1959-04-01,JAP,IP_JAP,
1959-05-01,JAP,IP_JAP,
1959-06-01,JAP,IP_JAP,
1959-07-01,JAP,IP_JAP,
1959-08-01,JAP,IP_JAP,
1959-09-01,JAP,IP_JAP,
1959-10-01,JAP,IP_JAP,
1959-11-01,JAP,IP_JAP,
1959-12-01,JAP,IP_JAP,
1960-01-01,JAP,IP_JAP,13.45788
1960-02-01,JAP,IP_JAP,
1960-03-01,JAP,IP_JAP,
1960-04-01,JAP,IP_JAP,
1960-05-01,JAP,IP_JAP,
1960-06-01,JAP,IP_JAP,
1960-07-01,JAP,IP_JAP,
1960-08-01,JAP,IP_JAP,
1960-09-01,JAP,IP_JAP,
1960-10-01,JAP,IP_JAP,
1960-11-01,JAP,IP_JAP,
1960-12-01,JAP,IP_JAP,
1961-01-01,JAP,IP_JAP,16.075870000000002
1961-02-01,JAP,IP_JAP,
1961-03-01,JAP,IP_JAP,
1961-04-01,JAP,IP_JAP,
1961-05-01,JAP,IP_JAP,
1961-06-01,JAP,IP_JAP,
1961-07-01,JAP,IP_JAP,
1961-08-01,JAP,IP_JAP,
1961-09-01,JAP,IP_JAP,
1961-10-01,JAP,IP_JAP,
