date,EPU_MEX,IP_MEX,INF_YoY_MEX,GDP_MEX,2YS_MEX,1OYS_MEX,EXR_MEX,UNEMP_MEX,GDPC_MEX,IM_MEX,EX_MEX,RECESS_MEX,INF_MEX
1960-05-01,,,,,,,,,,,,1.0,
1960-06-01,,,,,,,,,,,,1.0,
1960-07-01,0.0,,,,,,,,,,,1.0,
1960-08-01,,,,,,,,,,,,1.0,
1960-09-01,,,,,,,,,,,,1.0,
1960-10-01,0.0,,,,,,,,,,,1.0,
1960-11-01,,,,,,,,,,,,1.0,
1960-12-01,,,,,,,,,,,,1.0,
1961-01-01,0.0,,1.6087596908193,,,,0.0125,,4219.18150869443,,,1.0,
1961-02-01,,,,,,,,,,,,1.0,
1961-03-01,,,,,,,,,,,,1.0,
1961-04-01,0.146028,,,,,,,,,,,1.0,
1961-05-01,,,,,,,,,,,,1.0,
1961-06-01,,,,,,,,,,,,1.0,
1961-07-01,0.0,,,,,,,,,,,1.0,
1961-08-01,,,,,,,,,,,,1.0,
1961-09-01,,,,,,,,,,,,1.0,
1961-10-01,0.0,,,,,,,,,,,1.0,
1961-11-01,,,,,,,,,,,,1.0,
1961-12-01,,,,,,,,,,,,1.0,
1962-01-01,0.3534818,,1.19898417815082,,,,0.0125,,4276.14326508853,,,1.0,
1962-02-01,,,,,,,,,,,,1.0,
1962-03-01,,,,,,,,,,,,1.0,
1962-04-01,0.0,,,,,,,,,,,1.0,
1962-05-01,,,,,,,,,,,,1.0,
1962-06-01,,,,,,,,,,,,1.0,
1962-07-01,0.1156604,,,,,,,,,,,1.0,
1962-08-01,,,,,,,,,,,,1.0,
1962-09-01,,,,,,,,,,,,1.0,
1962-10-01,0.0,,,,,,,,,,,0.0,
1962-11-01,,,,,,,,,,,,0.0,
1962-12-01,,,,,,,,,,,,0.0,
1963-01-01,0.0,,0.594055008461965,,,,0.0125,,4474.72750864397,,,0.0,
1963-02-01,,,,,,,,,,,,0.0,
1963-03-01,,,,,,,,,,,,0.0,
1963-04-01,0.0,,,,,,,,,,,0.0,
1963-05-01,,,,,,,,,,,,0.0,
1963-06-01,,,,,,,,,,,,0.0,
1963-07-01,0.0,,,,,,,,,,,0.0,
1963-08-01,,,,,,,,,,,,0.0,
