date,EPU_MEX,IP_MEX,INF_YoY_MEX,GDP_MEX,2YS_MEX,1OYS_MEX,EXR_MEX,UNEMP_MEX,GDPC_MEX,IM_MEX,EX_MEX,RECESS_MEX,INF_MEX
1963-09-01,,,,,,,,,,,,0.0,
1963-10-01,0.0,,,,,,,,,,,0.0,
1963-11-01,,,,,,,,,,,,0.0,
1963-12-01,,,,,,,,,,,,0.0,
1964-01-01,0.0,,2.33790317234362,,,,0.0125,,4845.87442780417,,,0.0,
1964-02-01,,,,,,,,,,,,0.0,
1964-03-01,,,,,,,,,,,,0.0,
1964-04-01,0.0,,,,,,,,,,,0.0,
1964-05-01,,,,,,,,,,,,0.0,
1964-06-01,,,,,,,,,,,,0.0,
1964-07-01,0.0,,,,,,,,,,,0.0,
1964-08-01,,,,,,,,,,,,0.0,
1964-09-01,,,,,,,,,,,,1.0,
1964-10-01,0.0,,,,,,,,,,,1.0,
1964-11-01,,,,,,,,,,,,1.0,
1964-12-01,,,,,,,,,,,,1.0,
1965-01-01,0.0,,3.56803865742936,,,,0.0125,,5021.3479928949,,,1.0,
1965-02-01,,,,,,,,,,,,1.0,
1965-03-01,,,,,,,,,,,,1.0,
1965-04-01,0.0,,,,,,,,,,,1.0,
1965-05-01,,,,,,,,,,,,1.0,
1965-06-01,,,,,,,,,,,,1.0,
1965-07-01,0.4531038,,,,,,,,,,,1.0,
1965-08-01,,,,,,,,,,,,1.0,
1965-09-01,,,,,,,,,,,,1.0,
1965-10-01,0.0,,,,,,,,,,,1.0,
1965-11-01,,,,,,,,,,,,1.0,
1965-12-01,,,,,,,,,,,,1.0,
1966-01-01,0.1567152,,4.21578837738435,,,,0.0125,,5153.81469089099,,,1.0,
1966-02-01,,,,,,,,,,,,1.0,
1966-03-01,,,,,,,,,,,,1.0,
1966-04-01,0.0,,,,,,,,,,,1.0,
1966-05-01,,,,,,,,,,,,1.0,
1966-06-01,,,,,,,,,,,,1.0,
1966-07-01,0.0,,,,,,,,,,,1.0,
1966-08-01,,,,,,,,,,,,1.0,
1966-09-01,,,,,,,,,,,,1.0,
1966-10-01,0.2055076,,,,,,,,,,,1.0,
1966-11-01,,,,,,,,,,,,1.0,
1966-12-01,,,,,,,,,,,,1.0,
1967-01-01,0.0,,3.01694847502148,,,,0.0125,,5278.10822022788,,,1.0,
1967-02-01,,,,,,,,,,,,1.0,
1967-03-01,,,,,,,,,,,,1.0,
1967-04-01,0.0,,,,,,,,,,,1.0,
1967-05-01,,,,,,,,,,,,1.0,
1967-06-01,,,,,,,,,,,,1.0,
1967-07-01,0.0,,,,,,,,,,,0.0,
1967-08-01,,,,,,,,,,,,0.0,
1967-09-01,,,,,,,,,,,,0.0,
1967-10-01,0.0,,,,,,,,,,,0.0,
1967-11-01,,,,,,,,,,,,0.0,
1967-12-01,,,,,,,,,,,,0.0,
1968-01-01,0.3234676,,2.33395093467026,,,,0.0125,,5589.05119200198,,,0.0,
1968-02-01,,,,,,,,,,,,0.0,
1968-03-01,,,,,,,,,,,,0.0,
1968-04-01,0.0,,,,,,,,,,,0.0,
1968-05-01,,,,,,,,,,,,0.0,
1968-06-01,,,,,,,,,,,,0.0,
1968-07-01,0.1260557,,,,,,,,,,,0.0,
1968-08-01,,,,,,,,,,,,1.0,
1968-09-01,,,,,,,,,,,,1.0,
1968-10-01,0.0,,,,,,,,,,,1.0,
1968-11-01,,,,,,,,,,,,1.0,
1968-12-01,,,,,,,,,,,,1.0,
1969-01-01,0.0,,3.36700336711678,,,,0.0125,,5596.39687793608,,,1.0,
1969-02-01,,,,,,,,,,,,1.0,
1969-03-01,,,,,,,,,,,,1.0,
1969-04-01,0.0,,,,,,,,,,,1.0,
1969-05-01,,,,,,,,,,,,1.0,
1969-06-01,,,,,,,,,,,,1.0,
1969-07-01,0.269324,,,,,,,,,,,1.0,
1969-08-01,,,,,,,,,,,,1.0,
1969-09-01,,,,,,,,,,,,1.0,
1969-10-01,0.1439056,,,,,,,,,,,1.0,
1969-11-01,,,,,,,,,,,,1.0,
1969-12-01,,,,,,,,,,,,1.0,
1970-01-01,0.0835282,,5.00341205483431,,,,0.0125,,5774.7704592642,,,1.0,5.199
1970-02-01,,,,,,,,,,,,1.0,4.81
1970-03-01,,,,,,,,,,,,1.0,5.015
1970-04-01,0.132908,,,,,,,,,,,1.0,4.8660000000000005
1970-05-01,,,,,,,,,,,,1.0,5.087
1970-06-01,,,,,,,,,,,,1.0,5.351
1970-07-01,0.0,,,,,,,,,,,1.0,5.465
1970-08-01,,,,,,,,,,,,1.0,5.836
1970-09-01,,,,,,,,,,,,1.0,5.106
1970-10-01,0.0,,,,,,,,,,,1.0,4.05
1970-11-01,,,,,,,,,,,,1.0,4.599
1970-12-01,,,,,,,,,,,,1.0,4.695
1971-01-01,0.0,,5.46902899376838,,,,0.0125,,5809.39879118197,,,1.0,4.93
1971-02-01,,,,,,,,,,,,1.0,5.378
1971-03-01,,,,,,,,,,,,1.0,5.468
1971-04-01,0.0986388,,,,,,,,,,,1.0,5.871
1971-05-01,,,,,,,,,,,,1.0,5.87
1971-06-01,,,,,,,,,,,,1.0,5.707
1971-07-01,0.0906372,,,,,,,,,,,1.0,5.112
1971-08-01,,,,,,,,,,,,0.0,5.584
1971-09-01,,,,,,,,,,,,0.0,5.674
1971-10-01,0.0,,,,,,,,,,,0.0,5.7410000000000005
1971-11-01,,,,,,,,,,,,0.0,5.344
1971-12-01,,,,,,,,,,,,0.0,4.96
1972-01-01,0.0,,4.94369236377875,,,,0.0125,,6099.20317390896,,,0.0,4.396
1972-02-01,,,,,,,,,,,,0.0,4.288
1972-03-01,,,,,,,,,,,,0.0,4.460999999999999
1972-04-01,0.0,,,,,,,,,,,0.0,4.582
1972-05-01,,,,,,,,,,,,0.0,4.573
1972-06-01,,,,,,,,,,,,0.0,4.871
1972-07-01,0.0,,,,,,,,,,,0.0,5.348
1972-08-01,,,,,,,,,,,,0.0,5.081
1972-09-01,,,,,,,,,,,,0.0,5.2170000000000005
1972-10-01,0.3176956,,,,,,,,,,,0.0,5.19
1972-11-01,,,,,,,,,,,,0.0,5.702
1972-12-01,,,,,,,,,,,,0.0,5.556
1973-01-01,0.1007049,,12.0819394612938,,,,0.0125,,6385.19714673421,,,0.0,6.617000000000001
1973-02-01,,,,,,,,,,,,0.0,7.164
1973-03-01,,,,,,,,,,,,0.0,7.519000000000001
1973-04-01,0.323154,,,,,,,,,,,0.0,8.541
1973-05-01,,,,,,,,,,,,0.0,9.474
1973-06-01,,,,,,,,,,,,0.0,9.562
1973-07-01,0.0,,,,,,,,,,,0.0,11.949
1973-08-01,,,,,,,,,,,,0.0,13.002
1973-09-01,,,,,,,,,,,,0.0,15.164
1973-10-01,0.1070435,,,,,,,,,,,1.0,16.557
1973-11-01,,,,,,,,,,,,1.0,17.229
1973-12-01,,,,,,,,,,,,1.0,21.372
1974-01-01,0.0913242,,23.7840154425787,,,,0.0125,,6559.30112736973,,,1.0,23.917
1974-02-01,,,,,,,,,,,,1.0,25.679
1974-03-01,,,,,,,,,,,,1.0,25.545
1974-04-01,0.2792516,,,,,,,,,,,1.0,25.263
1974-05-01,,,,,,,,,,,,1.0,24.92
1974-06-01,,,,,,,,,,,,1.0,25.129
1974-07-01,0.0,,,,,,,,,,,1.0,23.764
1974-08-01,,,,,,,,,,,,1.0,23.095
1974-09-01,,,,,,,,,,,,1.0,21.598
1974-10-01,0.0802633,,,,,,,,,,,1.0,22.441
1974-11-01,,,,,,,,,,,,1.0,24.311
1974-12-01,,,,,,,,,,,,1.0,20.598
1975-01-01,0.2519526,,14.9445346409267,,,,0.0125,,6740.62499353237,,,1.0,17.919
1975-02-01,,,,,,,,,,,,1.0,15.948
1975-03-01,,,,,,,,,,,,1.0,15.787
1975-04-01,0.2430134,,,,,,,,,,,1.0,15.201999999999998
1975-05-01,,,,,,,,,,,,1.0,15.833
1975-06-01,,,,,,,,,,,,1.0,16.649
1975-07-01,0.1941748,,,,,,,,,,,1.0,15.906999999999998
1975-08-01,,,,,,,,,,,,1.0,15.688
1975-09-01,,,,,,,,,,,,1.0,15.225
1975-10-01,0.2224694,,,,,,,,,,,1.0,13.561
1975-11-01,,,,,,,,,,,,1.0,11.267
1975-12-01,,,,,,,,,,,,1.0,11.305
1976-01-01,0.4387248,,15.824722489347,,,,0.0154,,6845.37111751372,,,1.0,12.024
1976-02-01,,,,,,,,,,,,1.0,13.494
1976-03-01,,,,,,,,,,,,1.0,13.887
1976-04-01,0.1413228,,,,,,,,,,,1.0,13.723
1976-05-01,,,,,,,,,,,,1.0,13.008
1976-06-01,,,,,,,,,,,,1.0,11.565
1976-07-01,0.2629273,,,,,,,,,,,1.0,11.616
1976-08-01,,,,,,,,,,,,1.0,11.717
1976-09-01,,,,,,,,,,,,1.0,14.692
1976-10-01,0.0859697,,,,,,,,,,,1.0,20.534
1976-11-01,,,,,,,,,,,,1.0,25.103
1976-12-01,,,,,,,,,,,,1.0,27.202
1977-01-01,0.1644737,,29.0641247103461,,,,0.0226,,6888.5789464534,,,1.0,28.767
1977-02-01,,,,,,,,,,,,1.0,29.193
1977-03-01,,,,,,,,,,,,1.0,30.172
1977-04-01,0.0,,,,,,,,,,,1.0,31.222
1977-05-01,,,,,,,,,,,,1.0,31.453
1977-06-01,,,,,,,,,,,,1.0,32.532
1977-07-01,0.0787526,,,,,,,,,,,1.0,32.906
1977-08-01,,,,,,,,,,,,0.0,34.349000000000004
1977-09-01,,,,,,,,,,,,0.0,32.223
1977-10-01,0.0,,,,,,,,,,,0.0,26.129
1977-11-01,,,,,,,,,,,,0.0,21.997
1977-12-01,,,,,,,,,,,,0.0,20.66
1978-01-01,0.0,,17.4572925678265,,,,0.0228,,7309.60711423978,,,0.0,19.534
1978-02-01,,,,,,,,,,,,0.0,18.631
1978-03-01,,,,,,,,,,,,0.0,17.810000000000002
1978-04-01,0.0,,,,,,,,,,,0.0,17.346
1978-05-01,,,,,,,,,,,,0.0,17.464
1978-06-01,,,,,,,,,,,,0.0,17.638
1978-07-01,0.0,,,,,,,,,,,0.0,18.296
1978-08-01,,,,,,,,,,,,0.0,17.073
1978-09-01,,,,,,,,,,,,0.0,16.345000000000002
1978-10-01,0.0,,,,,,,,,,,0.0,16.862
1978-11-01,,,,,,,,,,,,0.0,16.788
1978-12-01,,,,,,,,,,,,0.0,16.17
1979-01-01,0.0,,18.1912462987643,,,,0.0228,,7814.54966733746,,,0.0,17.678
1979-02-01,,,,,,,,,,,,0.0,17.68
1979-03-01,,,,,,,,,,,,0.0,18.048
1979-04-01,0.0,,,,,,,,,,,0.0,17.794999999999998
1979-05-01,,,,,,,,,,,,0.0,18.18
1979-06-01,,,,,,,,,,,,0.0,17.87
1979-07-01,0.0997407,,,,,,,,,,,0.0,17.308
1979-08-01,,,,,,,,,,,,0.0,17.907999999999998
1979-09-01,,,,,,,,,,,,0.0,18.007
1979-10-01,0.1858736,,,,,,,,,,,0.0,18.631
1979-11-01,,,,,,,,,,,,0.0,18.934
1979-12-01,,,,,,,,,,,,0.0,20.02
1980-01-01,0.0,48.2586660582108,26.3516513562834,,,,0.023,,8290.28898927734,,,0.0,21.556
1980-02-01,,47.8756607720345,,,,,,,,,,0.0,22.604
1980-03-01,,48.7693397731125,,,,,,,,,,0.0,23.452
1980-04-01,0.175454,48.5140029156616,,,,,,,,,,0.0,24.495
1980-05-01,,48.5778371300243,,,,,,,,,,0.0,24.889
1980-06-01,,49.088510844926,,,,,,,,,,0.0,25.969
1980-07-01,0.0,48.2586660582108,,,,,,,,,,0.0,27.936
1980-08-01,,49.7268529885531,,,,,,,,,,0.0,28.64
1980-09-01,,49.8545214172786,,,,,,,,,,0.0,28.493
1980-10-01,0.0,50.6843662039938,,,,,,,,,,0.0,28.2
1980-11-01,,51.4503767763464,,,,,,,,,,0.0,28.767
1980-12-01,,51.8972162768854,,,,,,,,,,0.0,29.847
1981-01-01,0.0,52.0887189199735,27.9337625982399,,,,0.0245,,8875.07151189312,,,0.0,27.800000000000004
1981-02-01,,52.6632268492379,,,,,,,,,,0.0,27.98
1981-03-01,,53.1100663497769,,,,,,,,,,0.0,28.083
1981-04-01,0.1864976,53.6207400646786,,,,,,,,,,0.0,28.721000000000004
1981-05-01,,53.8122427077667,,,,,,,,,,0.0,28.571
1981-06-01,,53.8122427077667,,,,,,,,,,0.0,27.832
1981-07-01,0.2084636,54.2590822083057,,,,,,,,,,0.0,26.55
1981-08-01,,54.8335901375702,,,,,,,,,,0.0,26.536
1981-09-01,,55.088926995021,,,,,,,,,,1.0,27.475
1981-10-01,0.0,54.8335901375702,,,,,,,,,,1.0,28.359
1981-11-01,,54.8335901375702,,,,,,,,,,1.0,28.598000000000003
1981-12-01,,54.3867506370312,,,,,,,,,,1.0,28.685
1982-01-01,0.0,54.7697559232074,58.9134198531048,,,,0.0564,,8676.57130971348,,,1.0,30.862
1982-02-01,,54.8974243519329,,,,,,,,,,1.0,32.744
1982-03-01,,54.2590822083057,,,,,,,,,,1.0,34.711
1982-04-01,0.0,53.9399111364922,,,,,,,,,,1.0,38.879000000000005
1982-05-01,,53.8122427077667,,,,,,,,,,1.0,44.5
1982-06-01,,53.3654032072278,,,,,,,,,,1.0,49.373
1982-07-01,0.0,52.5355584205125,,,,,,,,,,1.0,54.352
1982-08-01,,52.2163873486989,,,,,,,,,,1.0,68.206
1982-09-01,,51.3865425619837,,,,,,,,,,1.0,73.949
1982-10-01,0.0853534,49.8545214172786,,,,,,,,,,1.0,78.996
1982-11-01,,50.1736924890921,,,,,,,,,,1.0,84.495
1982-12-01,,49.535350345465,,,,,,,,,,1.0,98.844
1983-01-01,0.0,48.9608424162006,101.874938435992,,,,0.1201,,8098.51642174164,,,1.0,110.044
1983-02-01,,48.194831843848,,,,,,,,,,1.0,112.948
1983-03-01,,47.4288212714955,,,,,,,,,,1.0,115.388
1983-04-01,0.0,47.30115284277,,,,,,,,,,1.0,117.251
1983-05-01,,46.7904791278684,,,,,,,,,,1.0,114.611
1983-06-01,,46.7904791278684,,,,,,,,,,1.0,112.501
1983-07-01,0.0,46.8543133422311,,,,,,,,,,0.0,112.079
1983-08-01,,46.7266449135056,,,,,,,,,,0.0,98.082
1983-09-01,,46.9819817709565,,,,,,,,,,0.0,93.832
1983-10-01,0.1838573,47.30115284277,,,,,,,,,,0.0,90.393
1983-11-01,,47.1734844140446,,,,,,,,,,0.0,91.874
1983-12-01,,48.0671634151226,,,,,,,,,,0.0,80.778
1984-01-01,0.0445097,48.0033292007599,65.4488071277602,,,,0.1678,,8207.92337537128,,,0.0,73.396
1984-02-01,,47.8756607720345,,,,,,,,,,0.0,73.249
1984-03-01,,48.3863344869362,,,,,,,,,,0.0,72.31400000000001
1984-04-01,0.1701433,48.8970082018379,,,,,,,,,,0.0,69.06400000000001
1984-05-01,,48.4501687012989,,,,,,,,,,0.0,67.40899999999999
1984-06-01,,49.5991845598277,,,,,,,,,,0.0,67.13900000000001
1984-07-01,0.0,50.2375267034548,,,,,,,,,,0.0,64.486
1984-08-01,,50.3013609178176,,,,,,,,,,0.0,62.841
1984-09-01,,51.3865425619837,,,,,,,,,,0.0,62.685
1984-10-01,0.0,49.5991845598277,,,,,,,,,,0.0,62.962
1984-11-01,,50.9397030614447,,,,,,,,,,0.0,59.204
1984-12-01,,51.7695478481599,,,,,,,,,,0.0,59.157
1985-01-01,0.040404,51.7057136337972,57.7484484008702,,,,0.2569,,8194.16249388144,,,0.0,60.751
1985-02-01,,52.7270610636006,,,,,,,,,,0.0,59.035
1985-03-01,,52.5993926348752,,,,,,,,,,0.0,58.42699999999999
1985-04-01,0.0,52.0248847056108,,,,,,,,,,0.0,56.53
1985-05-01,,51.7057136337972,,,,,,,,,,0.0,55.095000000000006
1985-06-01,,52.9185637066888,,,,,,,,,,0.0,53.427
1985-07-01,0.0603974,53.1100663497769,,,,,,,,,,0.0,53.731
1985-08-01,,52.7270610636006,,,,,,,,,,1.0,56.017
1985-09-01,,52.9185637066888,,,,,,,,,,1.0,57.554
1985-10-01,0.0825662,52.4078899917871,,,,,,,,,,1.0,58.018
1985-11-01,,52.4078899917871,,,,,,,,,,1.0,59.824
1985-12-01,,51.7695478481599,,,,,,,,,,1.0,63.749
1986-01-01,0.0952532,51.7057136337972,86.2333169923538,,,,0.6118,,7713.61215366042,,,1.0,65.91900000000001
1986-02-01,,52.0887189199735,,,,,,,,,,1.0,66.38300000000001
1986-03-01,,51.1950399188955,,,,,,,,,,1.0,67.621
1986-04-01,0.1803833,50.8120346327192,,,,,,,,,,1.0,71.107
1986-05-01,,50.1736924890921,,,,,,,,,,1.0,76.436
1986-06-01,,48.9608424162006,,,,,,,,,,1.0,83.174
1986-07-01,0.0820345,48.3225002725735,,,,,,,,,,1.0,85.841
1986-08-01,,48.0671634151226,,,,,,,,,,1.0,92.253
1986-09-01,,47.747992343309,,,,,,,,,,1.0,95.96
1986-10-01,0.040122,47.9394949863972,,,,,,,,,,1.0,99.58
1986-11-01,,47.4926554858582,,,,,,,,,,1.0,103.667
1986-12-01,,47.4288212714955,,,,,,,,,,0.0,105.749
1987-01-01,0.0422208,47.8118265576718,131.82738392309,,,,1.3782,4.5,7716.49731737025,,,0.0,104.342
1987-02-01,,48.5778371300243,,,,,,4.7,,,,0.0,109.761
1987-03-01,,49.2161792736514,,,,,,4.2,,,,0.0,113.691
1987-04-01,0.0,50.3651951321803,,,,,,4.4,,,,0.0,120.858
1987-05-01,,50.8120346327192,,,,,,3.9,,,,0.0,125.004
1987-06-01,,50.8120346327192,,,,,,3.9,,,,0.0,126.728
1987-07-01,0.0594177,51.0673714901701,,,,,,3.7,,,,0.0,133.443
1987-08-01,,51.3227083476209,,,,,,3.7,,,,0.0,133.876
1987-09-01,,52.2163873486989,,,,,,3.4,,,,0.0,135.17600000000002
1987-10-01,0.1646362,52.0248847056108,,,,,,3.6,,,,0.0,140.998
1987-11-01,,52.1525531343362,,,,,,3.5,,,,0.0,143.65300000000002
1987-12-01,,52.1525531343362,,,,,,3.1,,,,0.0,159.168
1988-01-01,0.33325,51.5780452050718,114.162258549066,,,,2.2731,3.5,7657.7274754579,,,0.0,176.827
1988-02-01,,51.2588741332582,,,,,,3.3,,,,0.0,179.732
1988-03-01,,51.1312057045328,,,,,,3.7,,,,0.0,175.828
1988-04-01,0.4974299,51.1312057045328,,,,,,3.7,,,,0.0,161.443
1988-05-01,,51.0035372758074,,,,,,3.7,,,,0.0,147.818
1988-06-01,,51.7695478481599,,,,,,3.8,,,,0.0,135.815
1988-07-01,0.0,50.2375267034548,,,,,,3.6,,,,0.0,121.788
1988-08-01,,52.2802215630616,,,,,,3.5,,,,0.0,106.917
1988-09-01,,51.9610504912481,,,,,,3.5,,,,0.0,95.237
1988-10-01,0.1436266,52.8547294923261,,,,,,3.3,,,,0.0,81.593
1988-11-01,,54.2590822083057,,,,,,3.5,,,,0.0,70.5
1988-12-01,,54.2590822083057,,,,,,3.5,,,,0.0,51.657
1989-01-01,0.2588662,54.8974243519329,20.0078767139978,,,,2.4615,3.4,7783.80581012845,,,0.0,34.563
1989-02-01,,54.8974243519329,,,,,,3.1,,,,0.0,25.889
1989-03-01,,54.5782532801193,,,,,,3.0,,,,0.0,21.055
1989-04-01,0.4634457,55.0250927806583,,,,,,2.9,,,,0.0,19.197
1989-05-01,,55.088926995021,,,,,,3.1,,,,0.0,18.544
1989-06-01,,56.1102744248244,,,,,,2.9,,,,0.0,17.584
1989-07-01,0.3609587,55.7272691386481,,,,,,2.8,,,,0.0,16.811
1989-08-01,,56.1741086391871,,,,,,3.1,,,,0.0,16.849
1989-09-01,,55.3442638524719,,,,,,2.8,,,,0.0,17.296
1989-10-01,0.0708115,55.3442638524719,,,,,,2.5,,,,0.0,18.129
1989-11-01,,55.4080980668346,,,,,,2.7,,,,0.0,18.206
1989-12-01,,55.4719322811973,,,,,,2.7,,,,0.0,19.697
1990-01-01,0.0621891,57.3869587120786,26.6516725646771,,,,2.8126,2.5,8036.86114412537,,,0.0,22.476
1990-02-01,,56.9401192115397,,,,,,2.5,,,,0.0,23.573
1990-03-01,,58.5998087849702,,,,,,2.5,,,,0.0,24.402
1990-04-01,0.0671141,58.0891350700685,,,,,,2.7,,,,0.0,24.435
1990-05-01,,58.9189798567838,,,,,,2.8,,,,0.0,24.887
1990-06-01,,59.0466482855092,,,,,,3.0,,,,0.0,26.106
1990-07-01,0.0,59.8764930722244,,,,,,3.2,,,,0.0,27.135
1990-08-01,,59.8764930722244,,,,,,3.1,,,,0.0,28.081
1990-09-01,,60.1318299296753,,,,,,2.4,,,,0.0,28.676
1990-10-01,0.0705716,60.1318299296753,,,,,,3.0,,,,0.0,28.623
1990-11-01,,59.8764930722244,,,25.57,,,2.6,,,,0.0,30.211
1990-12-01,,59.1104824998719,,,25.13,,,2.6,,,,0.0,29.93
1991-01-01,0.0,60.642503644577,22.662359455061,,24.61,,3.01843,2.7,8197.01179494896,,,0.0,27.107
1991-02-01,,60.7063378589397,,,24.4,,,2.6,,,,0.0,26.462000000000003
1991-03-01,,60.195664144038,,,23.0,,,2.9,,,,0.0,26.044
1991-04-01,0.0,60.3233325727634,,,21.93,,,2.6,,,,0.0,25.455
1991-05-01,,60.7063378589397,,,20.06,,,2.3,,,,0.0,24.508
1991-06-01,,60.0679957153126,,,18.52,,,2.2,,,,0.0,23.103
1991-07-01,0.0,60.9616747163906,,,18.38,,,2.4,,,,0.0,21.967
1991-08-01,,60.7063378589397,,,17.55,,,3.3,,,,0.0,20.758
1991-09-01,,60.7063378589397,,,17.95,,,2.8,,,,0.0,20.247
1991-10-01,0.0570841,62.7490327185465,,,17.25,,,2.9,,,,0.0,19.922
1991-11-01,,62.3660274323702,,,16.62,,,2.9,,,,0.0,19.721
1991-12-01,,61.4723484312922,,,16.36,,,2.8,,,,0.0,18.795
1992-01-01,0.061361,61.4723484312922,15.5078962533573,,15.71,,3.0949,2.8,8330.26426802488,,,0.0,17.947
1992-02-01,,61.536182645655,,,15.27,,,3.1,,,,0.0,17.297
1992-03-01,,64.2810538632516,,,12.36,,,2.7,,,,0.0,16.825000000000003
1992-04-01,0.0576136,62.2383590036448,,,11.82,,,2.7,,,,0.0,16.644000000000002
1992-05-01,,63.6427117196245,,,12.99,,,2.9,,,,0.0,16.277
1992-06-01,,63.7703801483499,,,14.42,,,2.8,,,,0.0,15.848
1992-07-01,0.0490846,64.855561792516,,,16.5,,,2.8,,,,0.0,15.558
1992-08-01,,63.7065459339872,,,17.95,,,2.6,,,,0.0,15.465000000000002
1992-09-01,,64.9193960068787,,,19.26,,,2.4,,,,0.0,15.32
1992-10-01,0.1995112,63.8342143627126,,,19.34,,,2.6,,,,0.0,14.815
1992-11-01,,63.6427117196245,,,18.7,,,3.3,,,,0.0,12.964
1992-12-01,,63.1320380047228,,,18.96,,,2.8,,,,0.0,11.938
1993-01-01,0.0,63.8516402024512,9.75146045357553,3450.1055,18.99,,3.11562,3.0,8411.79621338297,518371.5,445652.5,0.0,11.319
1993-02-01,,66.3127650982748,,,19.72,,,3.5,,,,0.0,10.914
1993-03-01,,67.2609091337702,,,18.84,,,3.5,,,,0.0,10.437
1993-04-01,0.0725374,65.8944927445039,,3450.9535,17.16,,,3.0,,540495.1875,444792.3125,0.0,10.092
1993-05-01,,66.0551215905952,,,16.74,,,3.3,,,,0.0,9.996
1993-06-01,,65.5874996524364,,,16.45,,,3.2,,,,0.0,9.87
1993-07-01,0.2604981,66.2074607963788,,3491.19425,14.74,,,3.3,,552109.375,456529.5,0.0,9.705
1993-08-01,,66.3832445827039,,,13.99,,,4.0,,,,0.0,9.619
1993-09-01,,66.2581013679218,,,13.41,,,3.7,,,,0.0,9.478
1993-10-01,0.29107,66.5244279135341,,3513.173,13.2,,,3.4,,578472.125,484253.1875,0.0,9.14
1993-11-01,,66.5705824003976,,,12.37,,,3.5,,,,0.0,8.718
1993-12-01,,67.5911431568164,,,11.03,,,3.6,,,,0.0,8.009
1994-01-01,0.0985173,67.9981607049917,6.96581237191123,3547.89925,10.72,,3.37512,3.7,8623.48043007968,615985.0,481307.6875,0.0,7.498
1994-02-01,,67.5113827462304,,,10.53,,,3.6,,,,0.0,7.175
1994-03-01,,68.6652128677002,,,11.37,,,3.5,,,,0.0,7.102
1994-04-01,0.2625637,71.6299845618366,,3628.94625,15.16,,,3.6,,641477.8125,493021.40625,0.0,7.01
1994-05-01,,69.0823973384376,,,16.41,,,3.3,,,,0.0,6.916
1994-06-01,,69.0892916417303,,,15.57,,,3.4,,,,0.0,6.851
1994-07-01,0.4692633,68.9829941833157,,3649.216,16.33,,,3.5,,655325.8125,511210.0,0.0,6.812
1994-08-01,,69.8459405054106,,,13.41,,,3.6,,,,0.0,6.738
1994-09-01,,70.0076921645589,,,13.39,,,3.6,,,,1.0,6.707000000000001
1994-10-01,0.1773679,69.6159648175008,,3688.58,13.63,,,3.9,,671146.125,524185.59375,1.0,6.83
1994-11-01,,69.3758607719013,,,14.28,,,4.1,,,,1.0,6.93
1994-12-01,,69.1859104731352,,,15.12,,,4.0,,,,1.0,7.052
1995-01-01,0.3289654,70.1164501848286,34.9992712889592,3518.95475,35.48,,6.41942,4.4,7970.64038496182,511181.8125,631711.125,1.0,10.226
1995-02-01,,63.7319926410556,,,36.19,,,5.1,,,,1.0,14.31
1995-03-01,,63.0080143398215,,,48.02,,,5.6,,,,1.0,20.43
1995-04-01,0.0,60.0105062755639,,3306.50125,,,,6.1,,525908.625,606978.6875,1.0,29.392000000000003
1995-05-01,,59.8967402686596,,,,,,6.5,,,,1.0,34.152
1995-06-01,,60.195489152664,,,,,,6.7,,,,1.0,37.721
1995-07-01,0.0,60.6947525633935,,3377.24125,37.11,,,6.8,,540835.8125,630310.1875,1.0,39.908
1995-08-01,,60.7650660818758,,,36.6,,,7.6,,,,0.0,41.568
1995-09-01,,61.794791889774,,,36.11,,,6.7,,,,0.0,43.476
1995-10-01,0.185311,59.1952256827254,,3454.576,40.43,,,6.6,,553315.0,651219.375,0.0,45.664
1995-11-01,,63.1692660567843,,,,,,6.4,,,,0.0,48.462
1995-12-01,,67.4909762801635,,,,,,6.6,,,,0.0,51.966
1996-01-01,0.2981959,67.000552976143,34.3783832235168,3535.41075,40.91,,7.59945,6.2,8320.65295694833,577824.5,701630.375,0.0,51.719
1996-02-01,,66.232581585993,,,43.11,,,6.1,,,,0.0,48.947
1996-03-01,,67.7386644520221,,,43.77,,,5.8,,,,0.0,43.751
1996-04-01,0.28931,66.8266677136729,,3572.89925,38.09,,,5.8,,603437.5,722651.1875,0.0,36.927
1996-05-01,,68.2136060002934,,,34.5,,,5.4,,,,0.0,33.829
1996-06-01,,69.3557366269155,,,33.56,,,5.6,,,,0.0,31.825
1996-07-01,0.2813137,69.1566380074466,,3625.53225,34.84,,,5.4,,639511.0,748441.125,0.0,31.028
1996-08-01,,69.1562397792278,,,32.74,,,5.3,,,,0.0,30.603
1996-09-01,,69.3473911655637,,,30.25,,,5.4,,,,0.0,30.002
1996-10-01,0.1429184,70.6130986018945,,3740.4615,28.13,,,5.0,,683547.6875,774137.125,0.0,28.971000000000004
1996-11-01,,71.4268307543356,,,26.97,,,5.1,,,,0.0,27.774
1996-12-01,,73.3125247820552,,,25.71,,,4.4,,,,0.0,27.705
1997-01-01,0.1290406,71.5022957244793,20.6256287259247,3753.6815,25.94,,7.91846,4.3,8770.84481553539,693309.125,777530.375,0.0,26.443
1997-02-01,,71.9586070549137,,,24.14,,,3.8,,,,0.0,25.636
1997-03-01,,72.6296527714709,,,24.1,,,4.1,,,,0.0,24.459
1997-04-01,0.4230118,73.3214762215061,,3841.94925,24.14,,,4.0,,750310.1875,788105.625,0.0,22.327
1997-05-01,,74.3575916320842,,,23.06,,,4.0,,,,0.0,21.233
