date,2YS_CHI,10YS_CHI,Spread
2021-12-01,,2.8512,
2021-12-01,,2.8533,
2021-12-01,,2.8508,
2021-12-01,,2.8303,
2021-12-01,,2.8143,
2021-12-01,,2.8203,
2021-12-01,,2.8128,
2021-12-01,,2.8004,
2021-12-01,,2.7854,
2021-12-01,,2.7654,
2021-12-01,,2.7754,
2022-01-01,2.15,,
2022-01-01,,2.7855,
2022-01-01,,2.8045,
2022-01-01,,2.8205,
2022-01-01,,2.8181,
2022-01-01,,2.8056,
2022-01-01,,2.7957,
2022-01-01,,2.7957,
2022-01-01,,2.7858,
2022-01-01,,2.7935,
2022-01-01,,2.786,
2022-01-01,,2.7415,
2022-01-01,,2.7314,
2022-01-01,,2.7271,
2022-01-01,,2.71,
2022-01-01,,2.6751,
2022-01-01,,2.6979,
2022-01-01,,2.7146,
2022-01-01,,2.7348,
2022-01-01,,2.7021,
2022-01-01,,2.7013,
2022-01-01,,2.6997,
2022-02-01,2.221,,
2022-03-01,2.299,,
2022-04-01,2.333,,
2022-05-01,2.235,,
2022-06-01,2.253,,
2022-07-01,2.104,,
2022-08-01,2.054,,
2022-09-01,2.195,,
2022-10-01,2.054,,
2022-11-01,2.338,,
2022-12-01,2.343,,
2023-01-01,2.345,,
2023-01-01,,2.8228,
2023-01-01,,2.8103,
2023-01-01,,2.8304,
2023-01-01,,2.8328,
2023-01-01,,2.8428,
2023-01-01,,2.8602,
2023-01-01,,2.8603,
2023-01-01,,2.8778,
2023-01-01,,2.901,
2023-01-01,,2.9167,
2023-01-01,,2.9017,
2023-01-01,,2.9222,
2023-01-01,,2.9145,
2023-01-01,,2.9331,
2023-01-01,,2.9341,
2023-01-01,,2.9219,
2023-01-01,,2.9133,
2023-01-01,,2.8977,
2023-02-01,2.51,,
2023-03-01,2.37,,
2023-04-01,2.292,,
2023-05-01,2.168,,
2023-06-01,2.115,,
2023-07-01,2.103,,
2023-08-01,2.119,,
2023-09-01,2.245,,
2023-10-01,2.365,,
2023-11-01,2.422,,
2023-12-01,2.204,,
2024-01-01,2.113,,
2024-01-01,,2.5601,
2024-01-01,,2.5531,
2024-01-01,,2.5368,
2024-01-01,,2.5175,
2024-01-01,,2.5136,
2024-01-01,,2.4862,
2024-01-01,,2.4982,
2024-01-01,,2.4992,
2024-01-01,,2.5172,
2024-01-01,,2.5212,
2024-01-01,,2.5252,
2024-01-01,,2.5077,
2024-01-01,,2.5092,
2024-01-01,,2.5027,
2024-01-01,,2.4922,
2024-01-01,,2.5042,
2024-01-01,,2.5042,
2024-01-01,,2.4984,
2024-01-01,,2.4994,
2024-01-01,,2.494,
2024-01-01,,2.4557,
2024-01-01,,2.433,
2024-02-01,2.04,,
2024-03-01,1.898,,
2024-04-01,1.932,,
2024-05-01,1.776,,
2024-06-01,1.652,,
2024-07-01,1.519,,
2024-08-01,1.537,,
2024-09-01,1.41,,
2024-10-01,1.45,,
2024-11-01,1.37,,
2024-12-01,1.08,,
2025-01-01,1.25,,
2025-01-01,,1.6077,
2025-01-01,,1.6041,
2025-01-01,,1.5966,
2025-01-01,,1.6093,
2025-01-01,,1.6069,
2025-01-01,,1.6368,
2025-01-01,,1.6338,
2025-01-01,,1.6592,
2025-01-01,,1.6446,
2025-01-01,,1.633,
2025-01-01,,1.6394,
2025-01-01,,1.6593,
2025-01-01,,1.6747,
2025-01-01,,1.6496,
2025-01-01,,1.6602,
2025-01-01,,1.6645,
2025-01-01,,1.6565,
2025-01-01,,1.6537,
2025-01-01,,1.6299,
2025-02-01,1.42,,
2025-03-01,1.45,,
2025-04-01,1.45,,
2025-05-01,1.47,,
2025-06-01,1.428,,
