date,10YS_GER,2YS_GER,Spread
1984-09-01,,8.9229,
1984-10-01,,8.5809,
1984-11-01,,8.167,
1984-12-01,,7.853,
1985-01-01,,8.0467,
1985-02-01,,8.4901,
1985-03-01,,9.3998,
1985-04-01,,9.069,
1985-05-01,,8.8324,
1985-06-01,,8.7321,
1985-07-01,,8.6945,
1985-08-01,,8.4768,
1985-09-01,,8.3708,
1985-10-01,,8.2292,
1985-11-01,,8.0641,
1985-12-01,,8.0853,
1986-01-01,,8.1391,
1986-02-01,,7.9563,
1986-03-01,,7.3661,
1986-04-01,,7.0581,
1986-05-01,,7.0199,
1986-06-01,,7.0294,
1986-07-01,,6.9883,
1986-08-01,,6.824,
1986-09-01,,6.6785,
1986-10-01,,6.868,
1986-11-01,,7.1718,
1986-12-01,,7.2458,
1987-01-01,,7.2176,
1987-02-01,,7.0732,
1987-03-01,,6.9104,
1987-04-01,,6.9374,
1987-05-01,,7.1557,
1987-06-01,,7.1694,
1987-07-01,,7.2498,
1987-08-01,,7.4341,
1987-09-01,,7.5255,
1987-10-01,,8.0216,
1987-11-01,,7.6028,
1987-12-01,,7.4757,
1988-01-01,,7.2778,
1988-02-01,,6.9009,
1988-03-01,,6.6544,
1988-04-01,,6.6192,
1988-05-01,,6.7148,
1988-06-01,,6.6323,
1988-07-01,,7.0242,
1988-08-01,,7.298,
1988-09-01,,7.346,
1988-10-01,,7.2863,
1988-11-01,,7.3255,
1988-12-01,,7.5508,
1989-01-01,,8.8631,
1989-02-01,,9.3695,
1989-03-01,,9.6062,
1989-04-01,,9.5005,
1989-05-01,,9.642,
1989-06-01,,9.7335,
1989-07-01,,9.6276,
1989-08-01,,9.5391,
1989-09-01,,9.7834,
1989-10-01,,10.1121,
1989-11-01,,10.5514,
1989-12-01,,10.639,
1990-01-01,7.695,10.8328,-3.1378000000000004
1990-02-01,8.575,11.1334,-2.5584000000000007
1990-03-01,8.645,11.2241,-2.5791000000000004
1990-04-01,8.7625,10.9308,-2.1683000000000003
1990-05-01,8.715,10.8008,-2.0858000000000008
1990-06-01,8.8325,10.6507,-1.818200000000001
1990-07-01,8.545,10.586,-2.0410000000000004
