date,EPU_CHI,IP_CHI,INF_CHI,IM_CHI,EX_CHI,RECESS_CHI,10YS_CHI,EXR_CHI,UNEMP_CHI,GDPC_CHI,GDP_CHI
2000-05-01,71.1358,111.5,,,,1.0,3.24,8.2773,,,
2000-06-01,36.85698,112.2,,,,1.0,3.24,8.2782,,,
2000-07-01,18.6074,112.8,,,,1.0,3.24,8.2794,,,
2000-08-01,27.14087,112.8,,,,1.0,3.24,8.2786,,,
2000-09-01,58.01005,112.0,,,,1.0,3.24,8.2798,,,
2000-10-01,70.60663,111.4,,,,1.0,3.24,8.2775,,,
2000-11-01,140.36797,110.6,,,,1.0,3.24,8.2777,,,
2000-12-01,112.6116,110.4,,,,1.0,3.24,8.2774,,,
2001-01-01,97.32545,102.3,0.719125609120114,2283179.04213391,3314656.85657128,1.0,3.24,8.2781,3.8,1053.11231442789,3001.02213803424
2001-02-01,65.15025,119.0,,,,1.0,3.24,8.2783,,,
2001-03-01,114.62846,112.1,,,,1.0,3.24,8.2777,,,
2001-04-01,107.1836,111.5,,,,1.0,3.24,8.2773,,,
2001-05-01,95.76117,110.2,,,,1.0,3.24,8.277,,,
2001-06-01,54.47955,110.1,,,,1.0,3.24,8.2767,,,
2001-07-01,118.1754,108.1,,,,1.0,3.24,8.277,,,
2001-08-01,131.47923,108.1,,,,1.0,3.24,8.2769,,,
2001-09-01,202.87772,109.5,,,,1.0,3.24,8.2768,,,
2001-10-01,297.23535,108.8,,,,1.0,3.24,8.2768,,,
2001-11-01,128.78351,107.9,,,,1.0,3.24,8.2772,,,
2001-12-01,136.8472,108.7,,,,1.0,3.24,8.2768,,,
2002-01-01,159.89444,118.6,-0.731970902350244,2743826.95267901,3943585.2355223,1.0,3.24,8.2765,4.24,1148.51425710711,3275.1244200384303
2002-02-01,163.70116,102.7,,,,0.0,2.7,8.2765,,,
2002-03-01,140.20535,110.9,,,,0.0,2.7,8.2774,,,
2002-04-01,117.48548,112.1,,,,0.0,2.7,8.2773,,,
2002-05-01,33.76059,112.9,,,,0.0,2.7,8.2765,,,
2002-06-01,116.7775,112.4,,,,0.0,2.7,8.2771,,,
2002-07-01,88.06828,112.8,,,,0.0,2.7,8.2767,,,
2002-08-01,140.53098,112.7,,,,0.0,2.7,8.2768,,,
2002-09-01,188.88867,113.8,,,,0.0,2.7,8.2772,,,
2002-10-01,147.99454,114.2,,,,0.0,2.7,8.2771,,,
2002-11-01,109.75909,114.5,,,,0.0,2.7,8.2771,,,
2002-12-01,85.20969,114.9,,,,0.0,2.7,8.2773,,,
2003-01-01,141.76566,114.8,1.12760348729637,3472270.46332101,4785449.67545516,0.0,2.7,8.2768,4.58,1288.63749134336,3603.8824076138503
2003-02-01,88.59653,119.8,,,,0.0,2.7,8.2775,,,
2003-03-01,184.78601,116.9,,,,0.0,2.7,8.2774,,,
2003-04-01,124.3102,114.9,,,,0.0,2.7,8.2771,,,
2003-05-01,102.03591,113.7,,,,0.0,2.7,8.2768,,,
2003-06-01,87.32002,116.9,,,,0.0,2.7,8.2774,,,
2003-07-01,92.37225,116.5,,,,0.0,2.7,8.2773,,,
2003-08-01,89.33423,117.1,,,,0.0,2.7,8.2771,,,
2003-09-01,127.82127,116.3,,,,0.0,2.7,8.277,,,
2003-10-01,106.51363,117.2,,,,0.0,2.7,8.2766,,,
2003-11-01,37.15931,117.9,,,,0.0,2.7,8.2772,,,
2003-12-01,97.13573,118.1,,,,0.0,2.7,8.2767,,,
2004-01-01,101.1584,107.2,3.82463743108159,4180581.51733633,5610564.90766912,0.0,2.7,8.2768,4.49,1508.66791560781,3968.3654292148
2004-02-01,46.90383,123.2,,,,1.0,2.7,8.2769,,,
2004-03-01,85.353,119.4,,,,1.0,2.7,8.277,,,
2004-04-01,43.16583,119.1,,,,1.0,2.7,8.2771,,,
2004-05-01,137.9872,117.5,,,,1.0,2.7,8.2769,,,
2004-06-01,59.12109,116.2,,,,1.0,2.7,8.2766,,,
2004-07-01,50.48696,115.5,,,,1.0,2.7,8.2769,,,
2004-08-01,88.03999,115.9,,,,1.0,2.7,8.2766,,,
2004-09-01,92.03104,116.1,,,,1.0,2.7,8.2766,,,
2004-10-01,107.50052,115.7,,,,1.0,3.33,8.2765,,,
2004-11-01,93.9905,114.8,,,,1.0,3.33,8.2765,,,
2004-12-01,96.87821,114.4,,,,1.0,3.33,8.2765,,,
2005-01-01,75.73044,120.9,1.77641407667571,4740855.22850167,6537828.83257423,1.0,3.33,8.2765,4.52,1753.41419160544,4420.54447139872
2005-02-01,32.59745,107.6,,,,1.0,3.33,8.2765,,,
2005-03-01,99.00125,115.1,,,,1.0,3.33,8.2765,,,
2005-04-01,50.36789,116.0,,,,0.0,3.33,8.2765,,,
2005-05-01,105.35017,116.6,,,,0.0,3.33,8.2765,,,
2005-06-01,42.97226,116.8,,,,0.0,3.33,8.2765,,,
2005-07-01,35.55521,116.1,,,,0.0,3.33,8.1056,,,
2005-08-01,92.99914,116.0,,,,0.0,3.33,8.0998,,,
2005-09-01,68.26114,116.5,,,,0.0,3.33,8.092,,,
2005-10-01,32.72948,116.1,,,,0.0,3.33,8.0845,,,
2005-11-01,86.75798,116.6,,,,0.0,3.33,8.0804,,,
2005-12-01,57.22021,116.5,,,,0.0,3.33,8.0702,,,
2006-01-01,83.60844,,1.6494309945586,5499171.53727546,7828008.6286877,0.0,3.33,8.0608,4.43,2099.2194300499,4982.87997377479
2006-02-01,64.7151,120.1,,,,0.0,3.33,8.0415,,,
2006-03-01,84.2251,117.8,,,,0.0,3.33,8.017,,,
2006-04-01,133.5047,116.6,,,,0.0,3.33,8.0165,,,
2006-05-01,66.02269,117.9,,,,0.0,3.33,8.0188,,,
2006-06-01,110.92435,119.5,,,,0.0,3.33,7.9956,,,
2006-07-01,42.70708,116.7,,,,0.0,3.33,7.9732,,,
2006-08-01,36.35946,115.7,,,,0.0,3.33,7.9585,,,
2006-09-01,71.51866,116.1,,,,0.0,3.33,7.9087,,,
2006-10-01,74.12514,114.7,,,,0.0,3.33,7.8792,,,
2006-11-01,43.8959,114.9,,,,0.0,3.33,7.8436,,,
2006-12-01,67.67839,114.7,,,,0.0,3.33,7.8087,,,
2007-01-01,80.17084,,4.81676767378834,6274536.42519824,9101610.06240965,0.0,3.33,7.7776,4.35,2693.95873160283,5691.9866933107305
2007-02-01,64.65912,112.6,,,,0.0,3.33,7.7409,,,
2007-03-01,70.07433,117.6,,,,0.0,3.33,7.7342,,,
2007-04-01,68.33134,117.4,,,,0.0,3.33,7.7139,,,
2007-05-01,47.79153,118.1,,,,0.0,3.33,7.6506,,,
2007-06-01,77.08946,119.4,,,,0.0,3.33,7.6155,,,
2007-07-01,136.72058,118.0,,,,0.0,3.33,7.5737,,,
2007-08-01,56.73624,117.5,,,,0.0,3.33,7.5607,,,
2007-09-01,90.57121,118.9,,,,0.0,3.33,7.5108,,,
2007-10-01,92.5426,117.9,,,,0.0,3.33,7.4692,,,
2007-11-01,108.42847,117.3,,,,0.0,3.33,7.3997,,,
2007-12-01,93.82693,117.4,,,,1.0,3.33,7.3046,,,
2008-01-01,142.80524,,5.92525137041092,6586524.73062206,9550196.51177505,1.0,4.14,7.1853,4.59,3468.32706307504,6241.30205321675
2008-02-01,157.75427,115.4,,,,1.0,4.14,7.1058,,,
2008-03-01,174.01172,117.8,,,,1.0,4.14,7.019,,,
2008-04-01,145.5145,115.7,,,,1.0,4.14,7.0002,,,
2008-05-01,100.68358,116.0,,,,1.0,4.14,6.9472,,,
2008-06-01,157.01193,116.0,,,,1.0,4.14,6.8591,,,
2008-07-01,152.11792,114.7,,,,1.0,4.14,6.8388,,,
2008-08-01,205.62845,112.8,,,,1.0,4.14,6.8345,,,
2008-09-01,298.38702,111.4,,,,1.0,4.14,6.8183,,,
2008-10-01,187.56824,108.2,,,,1.0,4.14,6.8258,,,
2008-11-01,194.23703,105.4,,,,1.0,3.06,6.8349,,,
2008-12-01,232.76639,105.7,,,,1.0,2.79,6.8346,,,
2009-01-01,223.54688,111.0,-0.728165250932898,6735427.23348304,8760446.99654188,1.0,2.79,6.838,4.72,3832.2274569094,6827.90490910022
2009-02-01,170.97813,111.0,,,,1.0,2.79,6.8379,,,
2009-03-01,184.49576,108.3,,,,0.0,2.79,6.8359,,,
2009-04-01,152.91333,107.3,,,,0.0,2.79,6.825,,,
2009-05-01,91.1647,108.9,,,,0.0,2.79,6.8324,,,
2009-06-01,131.52881,110.7,,,,0.0,2.79,6.8319,,,
2009-07-01,103.93192,110.8,,,,0.0,2.79,6.8323,,,
2009-08-01,92.43109,112.3,,,,0.0,2.79,6.8312,,,
2009-09-01,160.95164,113.9,,,,0.0,2.79,6.829,,,
2009-10-01,75.79626,116.1,,,,0.0,2.79,6.8281,,,
2009-11-01,68.89027,119.2,,,,0.0,2.79,6.8272,,,
2009-12-01,74.85823,118.5,,,,0.0,2.79,6.8282,,,
2010-01-01,95.78208,112.8,3.17532475269199,8215650.94858236,10291270.4980058,0.0,2.79,6.827,4.53,4550.47394356715,7554.1120716382
2010-02-01,103.44437,112.8,,,,0.0,2.79,6.8269,,,
2010-03-01,90.3957,118.1,,,,0.0,2.79,6.8263,,,
2010-04-01,46.74543,117.8,,,,0.0,2.79,6.8263,,,
2010-05-01,156.54861,116.5,,,,0.0,2.79,6.8279,,,
2010-06-01,130.0135,113.7,,,,0.0,2.79,6.7909,,,
2010-07-01,70.81567,113.4,,,,0.0,2.79,6.775,,,
2010-08-01,104.10299,113.9,,,,0.0,2.79,6.8105,,,
2010-09-01,121.59743,113.3,,,,0.0,2.79,6.7011,,,
2010-10-01,74.11596,113.1,,,,0.0,2.79,6.6908,,,
2010-11-01,82.42307,113.3,,,,0.0,2.79,6.6762,,,
2010-12-01,110.67324,113.5,,,,0.0,3.25,6.6229,,,
2011-01-01,172.6804,114.9,5.55389892257493,9672198.57441333,11551221.3702335,0.0,3.25,6.5891,4.55,5614.38602225277,8275.592638197
2011-02-01,46.08258,114.9,,,,0.0,3.25,6.5752,,,
2011-03-01,131.24837,114.8,,,,0.0,3.25,6.5564,,,
2011-04-01,153.01114,113.4,,,,0.0,3.25,6.499,,,
2011-05-01,26.14408,113.3,,,,0.0,3.25,6.4845,,,
2011-06-01,39.59001,115.1,,,,0.0,3.25,6.4716,,,
2011-07-01,207.39719,114.0,,,,0.0,3.25,6.4442,,,
2011-08-01,186.73148,113.5,,,,1.0,3.25,6.3867,,,
2011-09-01,158.05563,113.8,,,,1.0,3.25,6.3549,,,
2011-10-01,238.70961,113.2,,,,1.0,3.25,6.3233,,,
2011-11-01,363.5231,112.4,,,,1.0,3.25,6.3482,,,
2011-12-01,324.46265,112.8,,,,1.0,3.25,6.3009,,,
2012-01-01,298.70264,111.4,2.61952432645541,10309745.0389391,12324335.7029735,1.0,3.25,6.3115,4.58,6300.58217951734,8926.363432826302
2012-02-01,236.08952,111.4,,,,1.0,3.25,6.2919,,,
2012-03-01,242.728,111.9,,,,1.0,3.25,6.2943,,,
2012-04-01,155.82893,109.3,,,,1.0,3.25,6.2787,,,
2012-05-01,216.25195,109.6,,,,1.0,3.25,6.3355,,,
2012-06-01,304.55273,109.5,,,,1.0,3.25,6.3249,,,
2012-07-01,301.52292,109.2,,,,1.0,3.25,6.332,,,
2012-08-01,215.31752,108.9,,,,1.0,3.25,6.3449,,,
2012-09-01,161.97899,109.2,,,,1.0,3.25,6.341,,,
2012-10-01,300.70209,109.6,,,,1.0,3.25,6.3002,,,
2012-11-01,306.33585,110.1,,,,1.0,3.25,6.2892,,,
2012-12-01,192.7684,110.3,,,,1.0,,6.2896,,,
2013-01-01,208.55452,,2.62105001748115,11407401.3836382,13462578.7553223,1.0,3.25,6.2795,4.6,7020.3860742288,9619.59821528848
2013-02-01,162.25603,109.9,,,,1.0,3.25,6.2779,,,
2013-03-01,83.76907,108.9,,,,1.0,3.25,6.2742,,,
2013-04-01,147.95317,109.3,,,,1.0,3.25,6.2208,,,
2013-05-01,82.95887,109.2,,,,1.0,3.25,6.1796,,,
2013-06-01,40.40321,108.9,,,,1.0,3.25,6.1779,,,
2013-07-01,115.46748,109.7,,,,1.0,3.25,6.177,,,
2013-08-01,139.75954,110.4,,,,1.0,3.25,6.1709,,,
2013-09-01,69.7908,110.2,,,,1.0,3.25,6.148,,,
2013-10-01,97.59776,110.3,,,,1.0,3.25,6.1412,,,
2013-11-01,81.02541,110.0,,,,1.0,3.25,6.133,,,
2013-12-01,137.23245,109.7,,,,1.0,3.25,6.1024,,,
2014-01-01,103.44437,,1.92164162788521,12400276.1047845,14682559.0569601,1.0,3.25,6.105,4.63,7636.07434020616,10333.9268434438
2014-02-01,66.52955,108.6,,,,1.0,3.25,6.1214,,,
2014-03-01,134.94261,108.8,,,,1.0,3.25,6.1521,,,
2014-04-01,84.26826,108.7,,,,1.0,3.25,6.158,,,
2014-05-01,80.76277,108.8,,,,1.0,3.25,6.1687,,,
2014-06-01,102.23165,109.2,,,,1.0,3.25,6.1528,,,
2014-07-01,127.48029,109.0,,,,1.0,3.25,6.1675,,,
2014-08-01,151.00191,106.9,,,,1.0,3.25,6.1647,,,
2014-09-01,185.7619,108.0,,,,1.0,3.25,6.1525,,,
2014-10-01,240.49532,107.7,,,,1.0,3.25,6.1461,,,
2014-11-01,112.73898,107.2,,,,1.0,3.25,6.1354,,,
2014-12-01,93.96096,107.9,,,,1.0,3.25,6.119,,,
2015-01-01,232.2151,,1.43702380935655,12475749.3703265,14710398.8375733,1.0,3.25,6.137,4.65,8016.44559489998,11061.572618578699
2015-02-01,117.68367,106.8,,,,1.0,3.25,6.1475,,,
2015-03-01,82.09329,105.6,,,,1.0,3.25,6.1422,,,
2015-04-01,105.31835,105.9,,,,1.0,3.25,6.1137,,,
2015-05-01,127.55281,106.1,,,,1.0,3.25,6.1196,,,
2015-06-01,123.34314,106.8,,,,1.0,3.25,6.1136,,,
2015-07-01,268.7092,106.0,,,,1.0,3.25,6.1172,,,
2015-08-01,224.05859,106.1,,,,1.0,3.25,6.3893,,,
2015-09-01,393.2341,105.7,,,,1.0,3.25,6.3613,,,
2015-10-01,244.86795,105.6,,,,1.0,3.25,6.3495,,,
2015-11-01,104.74908,106.2,,,,1.0,2.9,6.3976,,,
2015-12-01,151.61449,105.9,,,,1.0,2.9,6.4915,,,
2016-01-01,261.94208,,2.00000182191943,12919054.9666293,14603865.6886864,1.0,2.9,6.5763,4.56,8094.39016735149,11819.1534233538
2016-02-01,269.0192,105.4,,,,1.0,2.9,6.5476,,,
2016-03-01,323.15585,106.8,,,,1.0,2.9,6.4673,,,
2016-04-01,286.17734,106.0,,,,1.0,2.9,6.4846,,,
2016-05-01,260.25748,106.0,,,,1.0,2.9,6.5847,,,
2016-06-01,357.2088,106.2,,,,1.0,2.9,6.6445,,,
2016-07-01,558.22217,106.0,,,,1.0,2.9,6.6532,,,
2016-08-01,288.78021,106.3,,,,1.0,2.9,6.6788,,,
2016-09-01,388.7496,106.1,,,,1.0,2.9,6.6704,,,
2016-10-01,261.8989,106.1,,,,1.0,2.9,6.7699,,,
2016-11-01,475.67093,106.2,,,,1.0,2.9,6.8858,,,
2016-12-01,646.91101,106.0,,,,1.0,2.9,6.9498,,,
2017-01-01,694.84943,,1.59313600071436,13868191.9237833,15799598.1861132,1.0,2.9,6.8803,4.47,8817.04560829162,12640.2537437444
2017-02-01,464.52283,106.3,,,,1.0,2.9,6.8692,,,
2017-03-01,533.30438,107.6,,,,1.0,2.9,6.891,,,
2017-04-01,322.34427,106.5,,,,1.0,2.9,6.8977,,,
2017-05-01,451.97852,106.5,,,,1.0,2.9,6.8289,,,
2017-06-01,328.55359,107.6,,,,1.0,2.9,6.782,,,
2017-07-01,162.69328,106.4,,,,1.0,2.9,6.7265,,,
2017-08-01,265.25812,106.0,,,,1.0,2.9,6.5957,,,
2017-09-01,314.00122,106.6,,,,1.0,2.9,6.6481,,,
2017-10-01,291.58359,106.2,,,,1.0,2.9,6.6285,,,
2017-11-01,268.04385,106.1,,,,1.0,2.9,6.6073,,,
2017-12-01,269.35477,106.2,,,,1.0,2.9,6.5116,,,
2018-01-01,122.9374,,2.07479039965576,14928726.2056526,16465107.4683406,1.0,2.9,6.296,4.31,9905.40638304527,13493.442283300801
2018-02-01,211.78018,107.2,,,,1.0,2.9,6.3315,,,
2018-03-01,245.55171,106.0,,,,1.0,2.9,6.2754,,,
2018-04-01,291.30698,107.0,,,,1.0,2.9,6.3407,,,
2018-05-01,374.10382,106.8,,,,1.0,2.9,6.402,,,
2018-06-01,465.41684,106.0,,,,1.0,2.9,6.6248,,,
2018-07-01,561.02618,106.0,,,,1.0,2.9,6.8309,,,
2018-08-01,502.75372,106.1,,,,1.0,2.9,6.8314,,,
2018-09-01,516.48663,105.8,,,,1.0,2.9,6.8814,,,
2018-10-01,621.42639,105.9,,,,1.0,2.9,6.9717,,,
2018-11-01,677.5376,105.4,,,,1.0,2.9,6.9433,,,
2018-12-01,935.3103,105.7,,,,1.0,2.9,6.853,,,
2019-01-01,654.96265,,2.89923416358227,14789000.0,16893000.0,1.0,2.9,6.7064,4.56,10143.8602206165,14296.3696680652
2019-02-01,720.1579,105.3,,,,1.0,2.9,6.6883,,,
2019-03-01,753.10773,108.5,,,,1.0,2.9,6.7211,,,
2019-04-01,502.55005,105.4,,,,1.0,2.9,6.7411,,,
2019-05-01,,105.0,,,,1.0,2.9,6.9035,,,
2019-06-01,,106.3,,,,1.0,2.9,6.8668,,,
2019-07-01,,104.8,,,,1.0,2.9,6.8834,,,
2019-08-01,,104.4,,,,1.0,2.9,7.1401,,,
2019-09-01,,105.8,,,,1.0,2.9,7.1292,,,
2019-10-01,,104.7,,,,1.0,2.9,7.0378,,,
2019-11-01,,106.2,,,,1.0,2.9,7.0291,,,
2019-12-01,,106.9,,,,1.0,2.9,6.987,,,
2020-01-01,,,2.41942189457782,,,1.0,2.9,6.9307,5.0,10408.7195541075,14616.4136830195
2020-02-01,,86.5,,,,1.0,2.9,7.0006,,,
2020-03-01,,98.9,,,,0.0,2.9,7.0927,,,
2020-04-01,,103.9,,,,0.0,2.9,7.0543,,,
2020-05-01,,104.4,,,,0.0,2.9,7.1463,,,
2020-06-01,,104.8,,,,0.0,2.9,7.0681,,,
2020-07-01,,104.8,,,,0.0,2.9,6.9855,,,
2020-08-01,,105.6,,,,0.0,2.9,6.8561,,,
2020-09-01,,106.9,,,,0.0,2.9,6.8086,,,
2020-10-01,,106.9,,,,0.0,2.9,6.6983,,,
2020-11-01,,107.0,,,,0.0,2.9,6.5847,,,
2020-12-01,,107.3,,,,0.0,2.9,6.5349,,,
2021-01-01,,,0.981015135544882,,,1.0,2.9,6.4614,4.55,12617.5051041181,15851.2769228731
2021-02-01,,,,,,1.0,2.9,6.4664,,,
2021-03-01,,114.1,,,,1.0,2.9,6.5603,,,
2021-04-01,,109.8,,,,1.0,2.9,6.4754,,,
2021-05-01,,108.8,,,,1.0,2.9,6.3764,,,
2021-06-01,,108.3,,,,1.0,2.9,6.4589,,,
2021-07-01,,106.4,,,,1.0,2.9,6.4568,,,
2021-08-01,,105.3,,,,1.0,2.9,6.46,,,
2021-09-01,,103.1,,,,1.0,2.9,6.4634,,,
2021-10-01,,103.5,,,,1.0,2.9,6.3904,,,
2021-11-01,,103.8,,,,1.0,2.9,6.3716,,,
2021-12-01,,104.3,,,,1.0,2.9,6.3704,,,
2022-01-01,,,1.97357555739051,,,1.0,2.9,6.3642,4.98,12662.5826712038,16318.9957844927
2022-02-01,,,,,,1.0,2.9,6.3109,,,
2022-03-01,,105.0,,,,1.0,2.9,6.3427,,,
2022-04-01,,97.1,,,,1.0,2.9,6.5866,,,
2022-05-01,,100.7,,,,1.0,2.9,6.6612,,,
2022-06-01,,103.9,,,,1.0,2.9,6.6948,,,
2022-07-01,,103.8,,,,1.0,2.9,6.7286,,,
2022-08-01,,104.2,,,,1.0,2.9,6.8934,,,
2022-09-01,,106.3,,,,1.0,2.9,7.0958,,,
2022-10-01,,105.0,,,,,2.9,7.2929,,,
2022-11-01,,102.2,,,,,2.9,7.1418,,,
2022-12-01,,101.3,,,,,2.9,6.986,,,
2023-01-01,,,0.234836828893051,,,,2.9,6.7529,4.67,12614.0617416421,17175.6709110035
2023-02-01,,,,,,,2.9,6.9449,,,
2023-03-01,,103.9,,,,,2.9,6.8685,,,
2023-04-01,,105.6,,,,,2.9,6.9232,,,
2023-05-01,,103.5,,,,,2.9,7.1088,,,
2023-06-01,,104.4,,,,,2.9,7.2603,,,
2023-07-01,,103.7,,,,,2.9,7.1473,,,
2023-08-01,,104.5,,,,,2.9,7.2899,,,
2023-09-01,,104.5,,,,,2.9,7.3037,,,
2023-10-01,,104.6,,,,,2.9,7.3182,,,
2023-11-01,,106.6,,,,,2.9,7.1313,,,
2023-12-01,,,,,,,2.9,7.1436,,,
2024-01-01,,,0.218128938439177,,,,2.9,,4.571,,
2024-02-01,,,,,,,2.9,,,,
2024-03-01,,,,,,,2.9,,,,
2024-04-01,,,,,,,2.9,,,,
2024-05-01,,,,,,,2.9,,,,
2024-06-01,,,,,,,2.9,,,,
2024-07-01,,,,,,,2.9,,,,
2024-08-01,,,,,,,2.9,,,,
2024-09-01,,,,,,,2.9,,,,
2024-10-01,,,,,,,2.9,,,,
2024-11-01,,,,,,,2.9,,,,
2024-12-01,,,,,,,2.9,,,,
2025-01-01,,,,,,,2.9,,,,
2025-02-01,,,,,,,2.9,,,,
2025-03-01,,,,,,,2.9,,,,
2025-04-01,,,,,,,2.9,,,,
