date,Spread
2005-01-01,1.4505000000000003
2005-02-01,1.2650000000000001
2005-03-01,0.9981818181818203
2005-04-01,1.1238095238095203
2005-05-01,1.07380952380952
2005-06-01,0.96818181818182
2005-07-01,0.8595000000000002
2005-08-01,0.9504545454545497
2005-09-01,0.5685714285714312
2005-10-01,0.4469999999999996
2005-11-01,0.3371428571428594
2005-12-01,0.24100000000000055
2006-01-01,0.19904761904762047
2006-02-01,0.2599999999999998
2006-03-01,0.21956521739129942
2006-04-01,0.22578947368420987
2006-05-01,0.21954545454545027
2006-06-01,-0.008636363636360223
2006-07-01,0.2939999999999996
2006-08-01,0.23272727272727067
2006-09-01,0.17857142857143016
2006-10-01,0.026666666666669947
2006-11-01,0.09952380952381024
2006-12-01,-0.013684210526319074
2007-01-01,0.021818181818180626
2007-02-01,0.14749999999999952
2007-03-01,0.08590909090909005
2007-04-01,0.04150000000000009
2007-05-01,-0.2672727272727293
2007-06-01,-0.027142857142860244
2007-07-01,-0.10000000000000053
2007-08-01,0.19863636363635973
2007-09-01,0.19631578947368045
2007-10-01,0.19272727272727064
2007-11-01,0.36142857142856943
2007-12-01,0.1457894736842098
2008-01-01,0.67818181818182
2008-02-01,0.778
2008-03-01,0.9089999999999998
2008-04-01,0.8986363636363599
2008-05-01,0.5314285714285698
2008-06-01,0.5299999999999998
2008-07-01,0.7004545454545501
2008-08-01,0.8414999999999999
2008-09-01,0.6909523809523801
2008-10-01,1.5981818181818204
2008-11-01,1.8415789473684199
2008-12-01,1.85571428571429
2009-01-01,1.44238095238095
2009-02-01,1.71052631578947
2009-03-01,1.7659090909090898
2009-04-01,1.9742857142857098
2009-05-01,1.932
2009-06-01,2.18909090909091
2009-07-01,1.9790909090909101
2009-08-01,2.1745
2009-09-01,2.1057142857142903
2009-10-01,1.9952380952381004
2009-11-01,2.2425
2009-12-01,1.9861904761904803
2010-01-01,2.2649999999999997
2010-02-01,2.08368421052632
2010-03-01,1.7604347826087006
2010-04-01,1.7
2010-05-01,1.8255
2010-06-01,1.9077272727272703
2010-07-01,1.5852380952381
2010-08-01,1.7195238095238103
2010-09-01,1.491428571428569
2010-10-01,1.316
2010-11-01,1.2823809523809506
2010-12-01,1.5147619047619
2011-01-01,1.5830000000000002
2011-02-01,1.6273684210526298
2011-03-01,1.4965217391304302
2011-04-01,1.5480000000000003
2011-05-01,1.5619047619047601
2011-06-01,1.42772727272727
2011-07-01,1.4685
2011-08-01,1.3663636363636402
2011-09-01,1.27666666666667
2011-10-01,1.2159999999999997
2011-11-01,1.1123809523809498
2011-12-01,1.0619999999999998
2012-01-01,0.96
2012-02-01,0.9209999999999998
2012-03-01,0.9168181818181802
2012-04-01,0.6344999999999998
2012-05-01,0.8122727272727295
2012-06-01,0.7576190476190501
2012-07-01,0.69619047619048
2012-08-01,0.67681818181818
2012-09-01,0.7478947368421098
2012-10-01,0.7418181818181799
2012-11-01,0.6480952380952398
2012-12-01,0.64789473684211
2013-01-01,0.77136363636364
2013-02-01,0.9678947368421105
2013-03-01,0.8514999999999999
2013-04-01,0.8086363636363603
2013-05-01,0.83181818181818
2013-06-01,1.0145
2013-07-01,1.2881818181818199
2013-08-01,1.41142857142857
2013-09-01,1.488
2013-10-01,1.4181818181818198
2013-11-01,1.4585
2013-12-01,1.5435000000000003
2014-01-01,1.57409090909091
2014-02-01,1.42
2014-03-01,1.3942857142857097
2014-04-01,1.3847619047618998
2014-05-01,1.2752380952381
2014-06-01,1.1885714285714302
2014-07-01,1.0945454545454498
2014-08-01,0.9619999999999997
2014-09-01,1.04095238095238
2014-10-01,0.9704545454545501
2014-11-01,1.00315789473684
2014-12-01,0.8419047619047599
2015-01-01,1.0857142857142903
2015-02-01,0.90947368421053
2015-03-01,0.93136363636364
2015-04-01,0.73095238095238
2015-05-01,1.1139999999999999
2015-06-01,1.1800000000000002
2015-07-01,1.10954545454545
2015-08-01,1.0015
2015-09-01,0.9514285714285702
2015-10-01,0.92333333333333
2015-11-01,1.0034999999999998
2015-12-01,0.9795238095238099
2016-01-01,0.8380000000000001
2016-02-01,0.6345000000000001
2016-03-01,0.73818181818182
2016-04-01,0.6561904761904799
2016-05-01,0.7200000000000001
2016-06-01,0.62818181818182
2016-07-01,0.471
2016-08-01,0.4627272727272701
2016-09-01,0.5761904761904799
2016-10-01,0.6065
2016-11-01,0.7376190476190503
2016-12-01,0.952
2017-01-01,0.90238095238095
2017-02-01,0.9221052631578899
2017-03-01,0.9943478260869598
2017-04-01,0.78315789473684
2017-05-01,0.8231818181818202
2017-06-01,0.46272727272727
2017-07-01,0.6279999999999999
2017-08-01,0.64363636363636
2017-09-01,0.46950000000000003
2017-10-01,0.59095238095238
2017-11-01,0.48857142857143
2017-12-01,0.2552631578947402
2018-01-01,0.35818181818181993
2018-02-01,0.5442105263157899
2018-03-01,0.3885714285714299
2018-04-01,0.3190476190476199
2018-05-01,0.45545454545455
2018-06-01,0.4390476190476198
2018-07-01,0.13714285714286012
2018-08-01,0.15545454545454973
2018-09-01,0.16368421052631987
2018-10-01,0.15863636363636013
2018-11-01,0.19761904761905003
2018-12-01,0.14789473684211019
2019-01-01,0.13363636363636
2019-02-01,0.13736842105263003
2019-03-01,0.25238095238094993
2019-04-01,0.21428571428570975
2019-05-01,0.1328571428571399
2019-06-01,0.0024999999999999467
2019-07-01,-0.03090909090909011
2019-08-01,-0.12476190476189997
2019-09-01,-0.21599999999999997
2019-10-01,-0.11045454545455025
2019-11-01,-0.10050000000000003
2019-12-01,-0.06549999999999989
2020-01-01,0.02227272727273011
